frequency,ADC value,25-05-2023-10-00
27,2194
37,1960
47,1862
57,1804
67,1719
77,1650
87,1619
97,1602
107,1560
117,1487
127,1451
137,1417
147,1349
157,1325
167,1250
177,1196
187,1203
197,1270
207,1338
217,1341
227,1392
237,1385
247,1440
257,1453
267,1471
277,1520
287,1623
297,1685
307,1753
317,1754
327,1753
337,1795
347,1842
357,1845
367,1812
377,1864
387,1896
397,1913
407,1926
417,1893
427,1849
437,1754
447,1693
457,1730
467,1756
477,1732
487,1641
497,1530
507,1403
517,1261
527,1050
537,940
547,966
557,986
567,1019
577,1022
587,1066
597,1199
607,1342
617,1458
627,1512
637,1484
647,1484
657,1587
667,1708
677,1788
687,1796
697,1796
707,1839
717,1893
727,1875
737,1831
747,1776
757,1746
767,1659
777,1588
787,1537
797,1515
807,1497
817,1477
827,1485
837,1437
847,1345
857,1270
867,1178
877,1066
887,994
897,1039
907,1144
917,1235
927,1292
937,1366
947,1418
957,1432
967,1460
977,1500
987,1515
997,1519
1007,1502
1017,1453
1027,1394
1037,1338
1047,1279
1057,1221
1067,1146
1077,1096
1087,1064
1097,1079
1107,1136
1117,1188
1127,1184
1137,1143
1147,1107
1157,1082
1167,1084
1177,1096
1187,1107
1197,1148
1207,1205
1217,1198
1227,1137
1237,1061
1247,990
1257,923
1267,868
1277,831
1287,813
1297,767
1307,732
1317,661
1327,621
1337,523
1347,504
1357,576
1367,738
1377,957
1387,1181
1397,1380
1407,1534
1417,1660
1427,1757
1437,1794
1447,1823
1457,1819
1467,1789
1477,1749
1487,1668
1497,1598
1507,1562
1517,1514
1527,1470
1537,1426
1547,1383
1557,1359
1567,1319
1577,1281
1587,1258
1597,1230
1607,1232
1617,1230
1627,1252
1637,1272
1647,1308
1657,1350
1667,1396
1677,1474
1687,1533
1697,1589
1707,1608
1717,1569
1727,1488
1737,1318
1747,1159
1757,1044
1767,978
1777,968
1787,1017
1797,1129
1807,1247
1817,1362
1827,1440
1837,1515
1847,1522
1857,1510
1867,1469
1877,1440
1887,1402
1897,1366
1907,1335
1917,1321
1927,1325
1937,1325
1947,1332
1957,1337
1967,1339
1977,1351
1987,1366
1997,1394
2007,1449
2017,1532
2027,1675
2037,1791
2047,1887
2057,1920
2067,1938
2077,1926
2087,1913
2097,1898
2107,1870
2117,1843
2127,1835
2137,1856
2147,1899
2157,1935
2167,1969
2177,1973
2187,1957
2197,1931
2207,1953
2217,2014
2227,2047
2237,2085
2247,2096
2257,2087
2267,2080
2277,2047
2287,2035
2297,2015
2307,1980
2317,1955
2327,1917
2337,1892
2347,1876
2357,1888
2367,1946
2377,2072
2387,2247
2397,2369
2407,2395
2417,2348
2427,2296
2437,2263
2447,2244
2457,2244
2467,2264
2477,2275
2487,2286
2497,2289
2507,2291
2517,2286
2527,2268
2537,2234
2547,2225
2557,2256
2567,2292
2577,2320
2587,2327
2597,2322
2600,2233
