frequency,ADC value,22-05-2023-16-22
25,3708
26,3713
27,3708
28,3707
29,3710
30,3702
31,3709
32,3708
33,3710
34,3708
35,3708
36,3708
37,3707
38,3709
39,3709
40,3708
41,3705
42,3707
43,3704
44,3704
45,3705
46,3708
47,3705
48,3705
49,3702
50,3706
51,3707
52,3707
53,3708
54,3705
55,3708
56,3706
57,3707
58,3706
59,3710
60,3706
61,3705
62,3703
63,3706
64,3699
65,3707
66,3704
67,3706
68,3702
69,3704
70,3704
71,3705
72,3704
73,3705
74,3703
75,3704
76,3705
77,3703
78,3705
79,3707
80,3707
81,3705
82,3704
83,3703
84,3703
85,3704
86,3702
87,3703
88,3703
89,3702
90,3703
91,3704
92,3703
93,3704
94,3699
95,3705
96,3703
97,3704
98,3704
99,3705
100,3702
101,3703
102,3702
103,3704
104,3703
105,3702
106,3704
107,3703
108,3703
109,3700
110,3703
111,3699
112,3702
113,3700
114,3703
115,3702
116,3701
117,3702
118,3703
119,3701
120,3700
121,3701
122,3702
123,3703
124,3701
125,3701
126,3700
127,3701
128,3701
129,3701
130,3701
131,3702
132,3702
133,3700
134,3699
135,3700
136,3700
137,3699
138,3701
139,3699
140,3699
141,3698
142,3701
143,3698
144,3701
145,3699
146,3701
147,3700
148,3698
149,3700
150,3700
151,3701
152,3698
153,3699
154,3697
155,3701
156,3697
157,3701
158,3696
159,3699
160,3700
161,3698
162,3699
163,3698
164,3699
165,3699
166,3699
167,3698
168,3699
169,3699
170,3698
171,3699
172,3699
173,3699
174,3698
175,3698
176,3698
177,3697
178,3696
179,3697
180,3699
181,3697
182,3697
183,3696
184,3697
185,3698
186,3697
187,3697
188,3697
189,3699
190,3697
191,3697
192,3698
193,3697
194,3698
195,3697
196,3695
197,3696
198,3695
199,3694
200,3696
201,3697
202,3695
203,3695
204,3696
205,3696
206,3696
207,3695
208,3696
209,3696
210,3696
211,3695
212,3696
213,3695
214,3696
215,3695
216,3694
217,3695
218,3695
219,3695
220,3693
221,3695
222,3696
223,3695
224,3695
225,3693
226,3693
227,3694
228,3694
229,3693
230,3693
231,3694
232,3696
233,3694
234,3692
235,3694
236,3692
237,3693
238,3692
239,3694
240,3692
241,3695
242,3694
243,3693
244,3693
245,3693
246,3693
247,3694
248,3692
249,3692
250,3693
251,3694
252,3693
253,3694
254,3695
255,3692
256,3693
257,3692
258,3691
259,3692
260,3692
261,3692
262,3689
263,3690
264,3689
265,3690
266,3690
267,3690
268,3692
269,3690
270,3690
271,3692
272,3690
273,3689
274,3689
275,3690
276,3688
277,3690
278,3688
279,3688
280,3689
281,3689
282,3689
283,3688
284,3689
285,3689
286,3691
287,3691
288,3689
289,3689
290,3689
291,3687
292,3689
293,3687
294,3690
295,3691
296,3687
297,3691
298,3689
299,3690
300,3690
301,3690
302,3689
303,3689
304,3690
305,3691
306,3690
307,3688
308,3689
309,3689
310,3689
311,3687
312,3689
313,3688
314,3689
315,3687
316,3687
317,3689
318,3689
319,3689
320,3688
321,3688
322,3690
323,3689
324,3688
325,3689
326,3688
327,3689
328,3689
329,3689
330,3688
331,3687
332,3687
333,3687
334,3686
335,3687
336,3685
337,3686
338,3685
339,3686
340,3687
341,3686
342,3683
343,3684
344,3686
345,3684
346,3686
347,3686
348,3684
349,3685
350,3685
351,3683
352,3684
353,3685
354,3683
355,3685
356,3686
357,3684
358,3685
359,3682
360,3682
361,3683
362,3682
363,3682
364,3685
365,3681
366,3683
367,3681
368,3681
369,3682
370,3679
371,3680
372,3680
373,3680
374,3677
375,3678
376,3679
377,3679
378,3678
379,3677
380,3679
381,3676
382,3675
383,3676
384,3676
385,3675
386,3676
387,3674
388,3674
389,3671
390,3675
391,3673
392,3672
393,3670
394,3670
395,3672
396,3670
397,3672
398,3668
399,3666
400,3666
401,3665
402,3667
403,3666
404,3665
405,3666
406,3664
407,3667
408,3666
409,3665
410,3663
411,3665
412,3663
413,3663
414,3661
415,3664
416,3660
417,3659
418,3660
419,3660
420,3657
421,3662
422,3659
423,3658
424,3656
425,3661
426,3660
427,3660
428,3656
429,3660
430,3657
431,3657
432,3660
433,3660
434,3659
435,3658
436,3658
437,3657
438,3656
439,3659
440,3662
441,3661
442,3658
443,3662
444,3663
445,3660
446,3659
447,3660
448,3662
449,3661
450,3658
451,3657
452,3660
453,3662
454,3661
455,3659
456,3660
457,3660
458,3659
459,3660
460,3661
461,3657
462,3657
463,3659
464,3658
465,3658
466,3661
467,3659
468,3657
469,3659
470,3658
471,3658
472,3660
473,3660
474,3662
475,3660
476,3659
477,3661
478,3661
479,3661
480,3663
481,3659
482,3659
483,3662
484,3661
485,3660
486,3662
487,3661
488,3665
489,3662
490,3662
491,3664
492,3661
493,3662
494,3664
495,3664
496,3662
497,3662
498,3663
499,3662
500,3661
501,3664
502,3663
503,3665
504,3665
505,3668
506,3665
507,3663
508,3666
509,3664
510,3666
511,3665
512,3668
513,3669
514,3669
515,3670
516,3670
517,3668
518,3668
519,3671
520,3669
521,3671
522,3672
523,3670
524,3674
525,3672
526,3672
527,3674
528,3674
529,3674
530,3674
531,3677
532,3676
533,3676
534,3675
535,3674
536,3676
537,3677
538,3677
539,3678
540,3680
541,3679
542,3679
543,3681
544,3679
545,3678
546,3679
547,3680
548,3680
549,3680
550,3681
551,3681
552,3681
553,3680
554,3680
555,3680
556,3682
557,3681
558,3682
559,3682
560,3682
561,3683
562,3683
563,3682
564,3685
565,3684
566,3684
567,3684
568,3682
569,3684
570,3682
571,3682
572,3684
573,3682
574,3682
575,3680
576,3682
577,3683
578,3682
579,3682
580,3681
581,3682
582,3683
583,3681
584,3680
585,3680
586,3680
587,3682
588,3683
589,3680
590,3680
591,3681
592,3680
593,3679
594,3678
595,3680
596,3679
597,3678
598,3676
599,3677
600,3677
601,3676
602,3677
603,3676
604,3677
605,3676
606,3675
607,3677
608,3677
609,3676
610,3674
611,3674
612,3673
613,3675
614,3674
615,3673
616,3672
617,3672
618,3673
619,3672
620,3671
621,3669
622,3669
623,3668
624,3670
625,3669
626,3668
627,3667
628,3670
629,3669
630,3664
631,3665
632,3667
633,3666
634,3665
635,3666
636,3665
637,3662
638,3664
639,3662
640,3665
641,3663
642,3660
643,3657
644,3660
645,3660
646,3659
647,3659
648,3658
649,3659
650,3657
651,3655
652,3656
653,3654
654,3652
655,3655
656,3654
657,3655
658,3655
659,3651
660,3652
661,3653
662,3651
663,3652
664,3653
665,3652
666,3652
667,3653
668,3652
669,3651
670,3654
671,3651
672,3648
673,3648
674,3650
675,3649
676,3650
677,3650
678,3648
679,3646
680,3647
681,3646
682,3648
683,3647
684,3647
685,3650
686,3650
687,3648
688,3648
689,3649
690,3648
691,3651
692,3649
693,3648
694,3648
695,3649
696,3648
697,3649
698,3650
699,3650
700,3647
701,3648
702,3648
703,3647
704,3648
705,3649
706,3650
707,3649
708,3647
709,3649
710,3648
711,3647
712,3650
713,3648
714,3647
715,3649
716,3648
717,3648
718,3649
719,3647
720,3647
721,3647
722,3647
723,3649
724,3649
725,3648
726,3649
727,3648
728,3649
729,3649
730,3647
731,3649
732,3650
733,3649
