short_x,short_y,match_x,match_y,2_x,2_y,3_x,3_y,4_x,4_y,x0005,y0005
1373.,1739.,,,,,,,,,,
1374.,1741.,,,,,,,,,,
1375.,1738.,,,,,,,,,,
1376.,1742.,,,,,,,,,,
1377.,1740.,,,,,,,,,,
1378.,1738.,,,,,,,,,,
1379.,1735.,,,,,,,,,,
1380.,1732.,,,,,,,,,,
1381.,1737.,,,,,,,,,,
1382.,1731.,,,,,,,,,,
1383.,1731.,,,,,,,,,,
1384.,1728.,,,,,,,,,,
1385.,1730.,,,,,,,,,,
1386.,1727.,,,,,,,,,,
1387.,1723.,,,,,,,,,,
1388.,1720.,,,,,,,,,,
1389.,1716.,,,,,,,,,,
1390.,1717.,,,,,,,,,,
1391.,1719.,,,,,,,,,,
1392.,1712.,,,,,,,,,,
1393.,1709.,,,,,,,,,,
1394.,1710.,,,,,,,,,,
1395.,1708.,,,,,,,,,,
1396.,1704.,,,,,,,,,,
1397.,1704.,,,,,,,,,,
1398.,1704.,,,,,,,,,,
1399.,1702.,,,,,,,,,,
1400.,1701.,,,,,,,,,,
1401.,1699.,,,,,,,,,,
1402.,1697.,,,,,,,,,,
1403.,1694.,,,,,,,,,,
1404.,1690.,,,,,,,,,,
1405.,1688.,,,,,,,,,,
1406.,1688.,,,,,,,,,,
1407.,1684.,,,,,,,,,,
1408.,1686.,,,,,,,,,,
1409.,1676.,,,,,,,,,,
1410.,1672.,,,,,,,,,,
1411.,1671.,,,,,,,,,,
1412.,1667.,,,,,,,,,,
1413.,1666.,,,,,,,,,,
1414.,1665.,,,,,,,,,,
1415.,1662.,,,,,,,,,,
1416.,1659.,,,,,,,,,,
1417.,1659.,,,,,,,,,,
1418.,1656.,,,,,,,,,,
1419.,1655.,,,,,,,,,,
1420.,1654.,,,,,,,,,,
1421.,1650.,,,,,,,,,,
1422.,1650.,,,,,,,,,,
1423.,1648.,,,,,,,,,,
1424.,1649.,,,,,,,,,,
1425.,1647.,,,,,,,,,,
1426.,1642.,,,,,,,,,,
1427.,1642.,,,,,,,,,,
1428.,1643.,,,,,,,,,,
1429.,1637.,,,,,,,,,,
1430.,1637.,,,,,,,,,,
1431.,1632.,,,,,,,,,,
1432.,1633.,,,,,,,,,,
1433.,1628.,,,,,,,,,,
1434.,1629.,,,,,,,,,,
1435.,1628.,,,,,,,,,,
1436.,1624.,,,,,,,,,,
1437.,1621.,,,,,,,,,,
1438.,1618.,,,,,,,,,,
1439.,1615.,,,,,,,,,,
1440.,1612.,,,,,,,,,,
1441.,1606.,,,,,,,,,,
1442.,1603.,,,,,,,,,,
1443.,1597.,,,,,,,,,,
1444.,1592.,,,,,,,,,,
1445.,1588.,,,,,,,,,,
1446.,1587.,,,,,,,,,,
1447.,1582.,,,,,,,,,,
1448.,1577.,,,,,,,,,,
1449.,1577.,,,,,,,,,,
1450.,1574.,,,,,,,,,,
1451.,1571.,,,,,,,,,,
1452.,1569.,,,,,,,,,,
1453.,1565.,,,,,,,,,,
1454.,1564.,,,,,,,,,,
1455.,1559.,,,,,,,,,,
1456.,1558.,,,,,,,,,,
1457.,1552.,,,,,,,,,,
1458.,1547.,,,,,,,,,,
1459.,1543.,,,,,,,,,,
1460.,1540.,,,,,,,,,,
1461.,1535.,,,,,,,,,,
1462.,1536.,,,,,,,,,,
1463.,1534.,,,,,,,,,,
1464.,1531.,,,,,,,,,,
1465.,1532.,,,,,,,,,,
1466.,1530.,,,,,,,,,,
1467.,1528.,,,,,,,,,,
1468.,1526.,,,,,,,,,,
1469.,1525.,,,,,,,,,,
1470.,1524.,,,,,,,,,,
1471.,1522.,,,,,,,,,,
1472.,1520.,,,,,,,,,,
1473.,1519.,,,,,,,,,,
1474.,1518.,,,,,,,,,,
1475.,1515.,,,,,,,,,,
1476.,1515.,,,,,,,,,,
1477.,1511.,,,,,,,,,,
1478.,1508.,,,,,,,,,,
1479.,1508.,,,,,,,,,,
1480.,1504.,,,,,,,,,,
1481.,1501.,,,,,,,,,,
1482.,1500.,,,,,,,,,,
1483.,1495.,,,,,,,,,,
1484.,1493.,,,,,,,,,,
1485.,1487.,,,,,,,,,,
1486.,1483.,,,,,,,,,,
1487.,1478.,,,,,,,,,,
1488.,1470.,,,,,,,,,,
1489.,1464.,,,,,,,,,,
1490.,1460.,,,,,,,,,,
1491.,1456.,,,,,,,,,,
1492.,1455.,,,,,,,,,,
1493.,1450.,,,,,,,,,,
1494.,1448.,,,,,,,,,,
1495.,1447.,,,,,,,,,,
1496.,1443.,,,,,,,,,,
1497.,1438.,,,,,,,,,,
1498.,1437.,,,,,,,,,,
1499.,1431.,,,,,,,,,,
1500.,1425.,,,,,,,,,,
1501.,1411.,,,,,,,,,,
1502.,1413.,,,,,,,,,,
1503.,1405.,,,,,,,,,,
1504.,1443.,,,,,,,,,,
1505.,1436.,,,,,,,,,,
1506.,1433.,,,,,,,,,,
1507.,1430.,,,,,,,,,,
1508.,1427.,,,,,,,,,,
1509.,1424.,,,,,,,,,,
1510.,1415.,,,,,,,,,,
1511.,1412.,,,,,,,,,,
1512.,1405.,,,,,,,,,,
1513.,1403.,,,,,,,,,,
1514.,1397.,,,,,,,,,,
1515.,1397.,,,,,,,,,,
1516.,1392.,,,,,,,,,,
1517.,1389.,,,,,,,,,,
1518.,1383.,,,,,,,,,,
1519.,1382.,,,,,,,,,,
1520.,1364.,,,,,,,,,,
1521.,1385.,,,,,,,,,,
1522.,1382.,,,,,,,,,,
1523.,1378.,,,,,,,,,,
1524.,1376.,,,,,,,,,,
1525.,1371.,,,,,,,,,,
1526.,1365.,,,,,,,,,,
1527.,1363.,,,,,,,,,,
1528.,1354.,,,,,,,,,,
1529.,1341.,,,,,,,,,,
1530.,1332.,,,,,,,,,,
1531.,1331.,,,,,,,,,,
1532.,1318.,,,,,,,,,,
1533.,1317.,,,,,,,,,,
1534.,1313.,,,,,,,,,,
1535.,1306.,,,,,,,,,,
1536.,1302.,,,,,,,,,,
1537.,1296.,,,,,,,,,,
1538.,1287.,,,,,,,,,,
1539.,1278.,,,,,,,,,,
1540.,1276.,,,,,,,,,,
1541.,1272.,,,,,,,,,,
1542.,1271.,,,,,,,,,,
1543.,1268.,,,,,,,,,,
1544.,1267.,,,,,,,,,,
1545.,1266.,,,,,,,,,,
1546.,1264.,,,,,,,,,,
1547.,1261.,,,,,,,,,,
1548.,1259.,,,,,,,,,,
1549.,1258.,,,,,,,,,,
1550.,1265.,,,,,,,,,,
1551.,1260.,,,,,,,,,,
1552.,1257.,,,,,,,,,,
1553.,1253.,,,,,,,,,,
1554.,1252.,,,,,,,,,,
1555.,1252.,,,,,,,,,,
1556.,1250.,,,,,,,,,,
1557.,1249.,,,,,,,,,,
1558.,1245.,,,,,,,,,,
1559.,1244.,,,,,,,,,,
1560.,1240.,,,,,,,,,,
1561.,1238.,,,,,,,,,,
1562.,1237.,,,,,,,,,,
1563.,1232.,,,,,,,,,,
1564.,1232.,,,,,,,,,,
1565.,1228.,,,,,,,,,,
1566.,1224.,,,,,,,,,,
1567.,1226.,,,,,,,,,,
1568.,1219.,,,,,,,,,,
1569.,1214.,,,,,,,,,,
1570.,1210.,,,,,,,,,,
1571.,1208.,,,,,,,,,,
1572.,1208.,,,,,,,,,,
1573.,1204.,,,,,,,,,,
1574.,1207.,,,,,,,,,,
1575.,1208.,,,,,,,,,,
1576.,1205.,,,,,,,,,,
1577.,1204.,,,,,,,,,,
1578.,1199.,,,,,,,,,,
1579.,1197.,,,,,,,,,,
1580.,1196.,,,,,,,,,,
1581.,1192.,,,,,,,,,,
1582.,1194.,,,,,,,,,,
1583.,1193.,,,,,,,,,,
1584.,1192.,,,,,,,,,,
1585.,1192.,,,,,,,,,,
1586.,1189.,,,,,,,,,,
1587.,1185.,,,,,,,,,,
1588.,1189.,,,,,,,,,,
1589.,1186.,,,,,,,,,,
1590.,1183.,,,,,,,,,,
1591.,1182.,,,,,,,,,,
1592.,1182.,,,,,,,,,,
1593.,1181.,,,,,,,,,,
1594.,1181.,,,,,,,,,,
1595.,1180.,,,,,,,,,,
1596.,1178.,,,,,,,,,,
1597.,1179.,,,,,,,,,,
1598.,1177.,,,,,,,,,,
1599.,1176.,,,,,,,,,,
1600.,1176.,,,,,,,,,,
1601.,1176.,,,,,,,,,,
1602.,1171.,,,,,,,,,,
1603.,1174.,,,,,,,,,,
1604.,1176.,,,,,,,,,,
1605.,1176.,,,,,,,,,,
1606.,1170.,,,,,,,,,,
1607.,1184.,,,,,,,,,,
1608.,1183.,,,,,,,,,,
1609.,1178.,,,,,,,,,,
1610.,1182.,,,,,,,,,,
1611.,1181.,,,,,,,,,,
1612.,1180.,,,,,,,,,,
1613.,1183.,,,,,,,,,,
1614.,1181.,,,,,,,,,,
1615.,1182.,,,,,,,,,,
1616.,1184.,,,,,,,,,,
1617.,1183.,,,,,,,,,,
1618.,1183.,,,,,,,,,,
1619.,1183.,,,,,,,,,,
1620.,1185.,,,,,,,,,,
1621.,1186.,,,,,,,,,,
1622.,1188.,,,,,,,,,,
1623.,1188.,,,,,,,,,,
1624.,1187.,,,,,,,,,,
1625.,1188.,,,,,,,,,,
1626.,1192.,,,,,,,,,,
1627.,1192.,,,,,,,,,,
1628.,1193.,,,,,,,,,,
1629.,1194.,,,,,,,,,,
1630.,1195.,,,,,,,,,,
1631.,1196.,,,,,,,,,,
1632.,1200.,,,,,,,,,,
1633.,1199.,,,,,,,,,,
1634.,1196.,,,,,,,,,,
1635.,1203.,,,,,,,,,,
1636.,1206.,,,,,,,,,,
1637.,1208.,,,,,,,,,,
1638.,1207.,,,,,,,,,,
1639.,1211.,,,,,,,,,,
1640.,1244.,,,,,,,,,,
1641.,1233.,,,,,,,,,,
1642.,1232.,,,,,,,,,,
1643.,1238.,,,,,,,,,,
1644.,1240.,,,,,,,,,,
1645.,1243.,,,,,,,,,,
1646.,1244.,,,,,,,,,,
1647.,1255.,,,,,,,,,,
1648.,1253.,,,,,,,,,,
1649.,1254.,,,,,,,,,,
1650.,1257.,,,,,,,,,,
1651.,1258.,,,,,,,,,,
1652.,1261.,,,,,,,,,,
1653.,1262.,,,,,,,,,,
1654.,1266.,,,,,,,,,,
1655.,1268.,,,,,,,,,,
1656.,1270.,,,,,,,,,,
1657.,1271.,,,,,,,,,,
1658.,1273.,,,,,,,,,,
1659.,1276.,,,,,,,,,,
1660.,1281.,,,,,,,,,,
1661.,1312.,,,,,,,,,,
1662.,1295.,,,,,,,,,,
1663.,1299.,,,,,,,,,,
1664.,1306.,,,,,,,,,,
1665.,1308.,,,,,,,,,,
1666.,1331.,,,,,,,,,,
1667.,1318.,,,,,,,,,,
1668.,1325.,,,,,,,,,,
1669.,1330.,,,,,,,,,,
1670.,1335.,,,,,,,,,,
1671.,1338.,,,,,,,,,,
1672.,1349.,,,,,,,,,,
1673.,1369.,,,,,,,,,,
1674.,1364.,,,,,,,,,,
1675.,1368.,,,,,,,,,,
1676.,1371.,,,,,,,,,,
1677.,1376.,,,,,,,,,,
1678.,1384.,,,,,,,,,,
1679.,1398.,,,,,,,,,,
1680.,1392.,,,,,,,,,,
1681.,1397.,,,,,,,,,,
1682.,1400.,,,,,,,,,,
1683.,1403.,,,,,,,,,,
1684.,1429.,,,,,,,,,,
1685.,1411.,,,,,,,,,,
1686.,1427.,,,,,,,,,,
1687.,1429.,,,,,,,,,,
1688.,1441.,,,,,,,,,,
1689.,1444.,,,,,,,,,,
1690.,1447.,,,,,,,,,,
1691.,1445.,,,,,,,,,,
1692.,1449.,,,,,,,,,,
1693.,1454.,,,,,,,,,,
1694.,1453.,,,,,,,,,,
1695.,1458.,,,,,,,,,,
1696.,1460.,,,,,,,,,,
1697.,1467.,,,,,,,,,,
1698.,1471.,,,,,,,,,,
1699.,1464.,,,,,,,,,,
1700.,1472.,,,,,,,,,,
1701.,1482.,,,,,,,,,,
1702.,1483.,,,,,,,,,,
1703.,1488.,,,,,,,,,,
1704.,1487.,,,,,,,,,,
1705.,1489.,,,,,,,,,,
1706.,1495.,,,,,,,,,,
1707.,1490.,,,,,,,,,,
1708.,1499.,,,,,,,,,,
1709.,1502.,,,,,,,,,,
1710.,1504.,,,,,,,,,,
1711.,1503.,,,,,,,,,,
1712.,1505.,,,,,,,,,,
1713.,1506.,,,,,,,,,,
1714.,1505.,,,,,,,,,,
1715.,1505.,,,,,,,,,,
1716.,1506.,,,,,,,,,,
1717.,1505.,,,,,,,,,,
1718.,1506.,,,,,,,,,,
1719.,1506.,,,,,,,,,,
1720.,1506.,,,,,,,,,,
1721.,1506.,,,,,,,,,,
1722.,1503.,,,,,,,,,,
1723.,1503.,,,,,,,,,,
1724.,1503.,,,,,,,,,,
1725.,1503.,,,,,,,,,,
1726.,1496.,,,,,,,,,,
1727.,1498.,,,,,,,,,,
1728.,1496.,,,,,,,,,,
1729.,1497.,,,,,,,,,,
1730.,1494.,,,,,,,,,,
1731.,1474.,,,,,,,,,,
1732.,1465.,,,,,,,,,,
1733.,1485.,,,,,,,,,,
1734.,1482.,,,,,,,,,,
1735.,1474.,,,,,,,,,,
1736.,1449.,,,,,,,,,,
1737.,1466.,,,,,,,,,,
1738.,1461.,,,,,,,,,,
1739.,1439.,,,,,,,,,,
1740.,1450.,,,,,,,,,,
1741.,1449.,,,,,,,,,,
1742.,1444.,,,,,,,,,,
1743.,1437.,,,,,,,,,,
1744.,1437.,,,,,,,,,,
1745.,1431.,,,,,,,,,,
1746.,1423.,,,,,,,,,,
1747.,1411.,,,,,,,,,,
1748.,1405.,,,,,,,,,,
1749.,1387.,,,,,,,,,,
1750.,1403.,,,,,,,,,,
1751.,1399.,,,,,,,,,,
1752.,1394.,,,,,,,,,,
1753.,1389.,,,,,,,,,,
1754.,1386.,,,,,,,,,,
1755.,1365.,,,,,,,,,,
1756.,1375.,,,,,,,,,,
1757.,1367.,,,,,,,,,,
1758.,1360.,,,,,,,,,,
1759.,1320.,,,,,,,,,,
1760.,1338.,,,,,,,,,,
1761.,1325.,,,,,,,,,,
1762.,1284.,,,,,,,,,,
1763.,1311.,,,,,,,,,,
1764.,1269.,,,,,,,,,,
1765.,1285.,,,,,,,,,,
1766.,1277.,,,,,,,,,,
1767.,1253.,,,,,,,,,,
1768.,1246.,,,,,,,,,,
1769.,1258.,,,,,,,,,,
1770.,1253.,,,,,,,,,,
1771.,1240.,,,,,,,,,,
1772.,1235.,,,,,,,,,,
1773.,1201.,,,,,,,,,,
1774.,1202.,,,,,,,,,,
1775.,1193.,,,,,,,,,,
1776.,1180.,,,,,,,,,,
1777.,1176.,,,,,,,,,,
1778.,1164.,,,,,,,,,,
1779.,1148.,,,,,,,,,,
1780.,1139.,,,,,,,,,,
1781.,1133.,,,,,,,,,,
1782.,1137.,,,,,,,,,,
1783.,1117.,,,,,,,,,,
1784.,1108.,,,,,,,,,,
1785.,1122.,,,,,,,,,,
1786.,1082.,,,,,,,,,,
1787.,1075.,,,,,,,,,,
1788.,1102.,,,,,,,,,,
1789.,1055.,,,,,,,,,,
1790.,1085.,,,,,,,,,,
1791.,1047.,,,,,,,,,,
1792.,1036.,,,,,,,,,,
1793.,1025.,,,,,,,,,,
1794.,1018.,,,,,,,,,,
1795.,1015.,,,,,,,,,,
1796.,1008.,,,,,,,,,,
1797.,1005.,,,,,,,,,,
1798.,1016.,,,,,,,,,,
1799.,994.,,,,,,,,,,
1800.,1003.,,,,,,,,,,
1801.,981.,,,,,,,,,,
1802.,988.,,,,,,,,,,
1803.,981.,,,,,,,,,,
1804.,953.,,,,,,,,,,
1805.,948.,,,,,,,,,,
1806.,942.,,,,,,,,,,
1807.,938.,,,,,,,,,,
1808.,935.,,,,,,,,,,
1809.,929.,,,,,,,,,,
1810.,925.,,,,,,,,,,
1811.,925.,,,,,,,,,,
1812.,916.,,,,,,,,,,
1813.,910.,,,,,,,,,,
1814.,907.,,,,,,,,,,
1815.,908.,,,,,,,,,,
1816.,898.,,,,,,,,,,
1817.,895.,,,,,,,,,,
1818.,895.,,,,,,,,,,
1819.,896.,,,,,,,,,,
1820.,891.,,,,,,,,,,
1821.,891.,,,,,,,,,,
1822.,894.,,,,,,,,,,
1823.,904.,,,,,,,,,,
1824.,903.,,,,,,,,,,
1825.,891.,,,,,,,,,,
1826.,896.,,,,,,,,,,
1827.,895.,,,,,,,,,,
1828.,898.,,,,,,,,,,
1829.,899.,,,,,,,,,,
1830.,929.,,,,,,,,,,
1831.,935.,,,,,,,,,,
1832.,954.,,,,,,,,,,
1833.,935.,,,,,,,,,,
1834.,940.,,,,,,,,,,
1835.,948.,,,,,,,,,,
1836.,956.,,,,,,,,,,
1837.,964.,,,,,,,,,,
1838.,971.,,,,,,,,,,
1839.,981.,,,,,,,,,,
1840.,991.,,,,,,,,,,
1841.,996.,,,,,,,,,,
1842.,1002.,,,,,,,,,,
1843.,1006.,,,,,,,,,,
1844.,1012.,,,,,,,,,,
1845.,1017.,,,,,,,,,,
1846.,1022.,,,,,,,,,,
1847.,1034.,,,,,,,,,,
1848.,1045.,,,,,,,,,,
1849.,1052.,,,,,,,,,,
1850.,1059.,,,,,,,,,,
1851.,1069.,,,,,,,,,,
1852.,1083.,,,,,,,,,,
1853.,1096.,,,,,,,,,,
1854.,1106.,,,,,,,,,,
1855.,1115.,,,,,,,,,,
1856.,1063.,,,,,,,,,,
1857.,1131.,,,,,,,,,,
1858.,1138.,,,,,,,,,,
1859.,1142.,,,,,,,,,,
1860.,1150.,,,,,,,,,,
1861.,1171.,,,,,,,,,,
1862.,1179.,,,,,,,,,,
1863.,1188.,,,,,,,,,,
1864.,1193.,,,,,,,,,,
1865.,1200.,,,,,,,,,,
1866.,1216.,,,,,,,,,,
1867.,1230.,,,,,,,,,,
1868.,1243.,,,,,,,,,,
1869.,1249.,,,,,,,,,,
1870.,1257.,,,,,,,,,,
1871.,1261.,,,,,,,,,,
1872.,1266.,,,,,,,,,,
1873.,1270.,,,,,,,,,,
1874.,1276.,,,,,,,,,,
1875.,1283.,,,,,,,,,,
1876.,1297.,,,,,,,,,,
1877.,1311.,,,,,,,,,,
1878.,1316.,,,,,,,,,,
1879.,1324.,,,,,,,,,,
1880.,1334.,,,,,,,,,,
1881.,1341.,,,,,,,,,,
1882.,1354.,,,,,,,,,,
1883.,1400.,,,,,,,,,,
1884.,1371.,,,,,,,,,,
1885.,1378.,,,,,,,,,,
1886.,1381.,,,,,,,,,,
1887.,1386.,,,,,,,,,,
1888.,1390.,,,,,,,,,,
1889.,1393.,,,,,,,,,,
1890.,1400.,,,,,,,,,,
1891.,1406.,,,,,,,,,,
1892.,1407.,,,,,,,,,,
1893.,1411.,,,,,,,,,,
1894.,1422.,,,,,,,,,,
1895.,1425.,,,,,,,,,,
1896.,1430.,,,,,,,,,,
1897.,1432.,,,,,,,,,,
1898.,1434.,,,,,,,,,,
1899.,1436.,,,,,,,,,,
1900.,1437.,,,,,,,,,,
1901.,1439.,,,,,,,,,,
1902.,1442.,,,,,,,,,,
1903.,1442.,,,,,,,,,,
1904.,1442.,,,,,,,,,,
1905.,1444.,,,,,,,,,,
1906.,1445.,,,,,,,,,,
1907.,1442.,,,,,,,,,,
1908.,1441.,,,,,,,,,,
1909.,1443.,,,,,,,,,,
1910.,1446.,,,,,,,,,,
1911.,1442.,,,,,,,,,,
1912.,1443.,,,,,,,,,,
1913.,1439.,,,,,,,,,,
1914.,1439.,,,,,,,,,,
1915.,1436.,,,,,,,,,,
1916.,1435.,,,,,,,,,,
1917.,1431.,,,,,,,,,,
1918.,1429.,,,,,,,,,,
1919.,1422.,,,,,,,,,,
1920.,1420.,,,,,,,,,,
1921.,1408.,,,,,,,,,,
1922.,1412.,,,,,,,,,,
1923.,1406.,,,,,,,,,,
1924.,1403.,,,,,,,,,,
1925.,1401.,,,,,,,,,,
1926.,1398.,,,,,,,,,,
1927.,1395.,,,,,,,,,,
1928.,1394.,,,,,,,,,,
1929.,1389.,,,,,,,,,,
1930.,1383.,,,,,,,,,,
1931.,1384.,,,,,,,,,,
1932.,1382.,,,,,,,,,,
1933.,1378.,,,,,,,,,,
1934.,1376.,,,,,,,,,,
1935.,1371.,,,,,,,,,,
1936.,1366.,,,,,,,,,,
1937.,1332.,,,,,,,,,,
1938.,1348.,,,,,,,,,,
1939.,1340.,,,,,,,,,,
1940.,1330.,,,,,,,,,,
1941.,1325.,,,,,,,,,,
1942.,1324.,,,,,,,,,,
1943.,1316.,,,,,,,,,,
1944.,1310.,,,,,,,,,,
1945.,1305.,,,,,,,,,,
1946.,1303.,,,,,,,,,,
1947.,1298.,,,,,,,,,,
1948.,1287.,,,,,,,,,,
1949.,1283.,,,,,,,,,,
1950.,1276.,,,,,,,,,,
1951.,1273.,,,,,,,,,,
1952.,1275.,,,,,,,,,,
1953.,1272.,,,,,,,,,,
1954.,1270.,,,,,,,,,,
1955.,1268.,,,,,,,,,,
1956.,1267.,,,,,,,,,,
1957.,1266.,,,,,,,,,,
1958.,1262.,,,,,,,,,,
1959.,1262.,,,,,,,,,,
1960.,1262.,,,,,,,,,,
1961.,1261.,,,,,,,,,,
1962.,1259.,,,,,,,,,,
1963.,1262.,,,,,,,,,,
1964.,1260.,,,,,,,,,,
1965.,1260.,,,,,,,,,,
1966.,1262.,,,,,,,,,,
1967.,1259.,,,,,,,,,,
1968.,1258.,,,,,,,,,,
1969.,1258.,,,,,,,,,,
1970.,1259.,,,,,,,,,,
1971.,1262.,,,,,,,,,,
1972.,1262.,,,,,,,,,,
1973.,1263.,,,,,,,,,,
1974.,1265.,,,,,,,,,,
1975.,1266.,,,,,,,,,,
1976.,1267.,,,,,,,,,,
1977.,1268.,,,,,,,,,,
1978.,1268.,,,,,,,,,,
1979.,1274.,,,,,,,,,,
1980.,1274.,,,,,,,,,,
1981.,1278.,,,,,,,,,,
1982.,1283.,,,,,,,,,,
1983.,1283.,,,,,,,,,,
1984.,1291.,,,,,,,,,,
1985.,1298.,,,,,,,,,,
1986.,1306.,,,,,,,,,,
1987.,1310.,,,,,,,,,,
1988.,1316.,,,,,,,,,,
1989.,1321.,,,,,,,,,,
1990.,1327.,,,,,,,,,,
1991.,1335.,,,,,,,,,,
1992.,1344.,,,,,,,,,,
1993.,1349.,,,,,,,,,,
1994.,1357.,,,,,,,,,,
1995.,1363.,,,,,,,,,,
1996.,1369.,,,,,,,,,,
1997.,1375.,,,,,,,,,,
1998.,1380.,,,,,,,,,,
1999.,1416.,,,,,,,,,,
2000.,1386.,,,,,,,,,,
2001.,1391.,,,,,,,,,,
2002.,1397.,,,,,,,,,,
2003.,1402.,,,,,,,,,,
2004.,1408.,,,,,,,,,,
2005.,1425.,,,,,,,,,,
2006.,1431.,,,,,,,,,,
2007.,1440.,,,,,,,,,,
2008.,1447.,,,,,,,,,,
2009.,1455.,,,,,,,,,,
2010.,1468.,,,,,,,,,,
2011.,1478.,,,,,,,,,,
2012.,1490.,,,,,,,,,,
2013.,1500.,,,,,,,,,,
2014.,1506.,,,,,,,,,,
2015.,1512.,,,,,,,,,,
2016.,1516.,,,,,,,,,,
2017.,1520.,,,,,,,,,,
2018.,1524.,,,,,,,,,,
2019.,1528.,,,,,,,,,,
2020.,1533.,,,,,,,,,,
2021.,1535.,,,,,,,,,,
2022.,1540.,,,,,,,,,,
2023.,1555.,,,,,,,,,,
2024.,1565.,,,,,,,,,,
2025.,1571.,,,,,,,,,,
2026.,1578.,,,,,,,,,,
2027.,1587.,,,,,,,,,,
2028.,1592.,,,,,,,,,,
2029.,1607.,,,,,,,,,,
2030.,1634.,,,,,,,,,,
2031.,1613.,,,,,,,,,,
2032.,1619.,,,,,,,,,,
2033.,1625.,,,,,,,,,,
2034.,1631.,,,,,,,,,,
2035.,1637.,,,,,,,,,,
2036.,1645.,,,,,,,,,,
2037.,1649.,,,,,,,,,,
2038.,1651.,,,,,,,,,,
2039.,1654.,,,,,,,,,,
2040.,1659.,,,,,,,,,,
2041.,1665.,,,,,,,,,,
2042.,1678.,,,,,,,,,,
2043.,1684.,,,,,,,,,,
2044.,1689.,,,,,,,,,,
2045.,1697.,,,,,,,,,,
2046.,1701.,,,,,,,,,,
2047.,1704.,,,,,,,,,,
2048.,1707.,,,,,,,,,,
2049.,1713.,,,,,,,,,,
2050.,1722.,,,,,,,,,,
2051.,1724.,,,,,,,,,,
2052.,1728.,,,,,,,,,,
2053.,1736.,,,,,,,,,,
2054.,1738.,,,,,,,,,,
2055.,1743.,,,,,,,,,,
2056.,1750.,,,,,,,,,,
2057.,1750.,,,,,,,,,,
2058.,1754.,,,,,,,,,,
2059.,1759.,,,,,,,,,,
2060.,1762.,,,,,,,,,,
2061.,1764.,,,,,,,,,,
2062.,1765.,,,,,,,,,,
2063.,1767.,,,,,,,,,,
2064.,1763.,,,,,,,,,,
2065.,1768.,,,,,,,,,,
2066.,1771.,,,,,,,,,,
2067.,1771.,,,,,,,,,,
2068.,1774.,,,,,,,,,,
2069.,1776.,,,,,,,,,,
2070.,1778.,,,,,,,,,,
2071.,1779.,,,,,,,,,,
2072.,1781.,,,,,,,,,,
2073.,1781.,,,,,,,,,,
2074.,1784.,,,,,,,,,,
2075.,1782.,,,,,,,,,,
2076.,1785.,,,,,,,,,,
2077.,1788.,,,,,,,,,,
2078.,1788.,,,,,,,,,,
2079.,1787.,,,,,,,,,,
2080.,1789.,,,,,,,,,,
2081.,1790.,,,,,,,,,,
2082.,1794.,,,,,,,,,,
2083.,1794.,,,,,,,,,,
2084.,1801.,,,,,,,,,,
2085.,1806.,,,,,,,,,,
2086.,1805.,,,,,,,,,,
2087.,1812.,,,,,,,,,,
2088.,1818.,,,,,,,,,,
2089.,1817.,,,,,,,,,,
2090.,1817.,,,,,,,,,,
2091.,1823.,,,,,,,,,,
2092.,1826.,,,,,,,,,,
2093.,1828.,,,,,,,,,,
2094.,1831.,,,,,,,,,,
2095.,1832.,,,,,,,,,,
2096.,1832.,,,,,,,,,,
2097.,1838.,,,,,,,,,,
2098.,1840.,,,,,,,,,,
2099.,1840.,,,,,,,,,,
2100.,1854.,,,,,,,,,,
2101.,1842.,,,,,,,,,,
2102.,1848.,,,,,,,,,,
2103.,1852.,,,,,,,,,,
2104.,1852.,,,,,,,,,,
2105.,1855.,,,,,,,,,,
2106.,1855.,,,,,,,,,,
2107.,1868.,,,,,,,,,,
2108.,1861.,,,,,,,,,,
2109.,1863.,,,,,,,,,,
2110.,1871.,,,,,,,,,,
2111.,1874.,,,,,,,,,,
2112.,1873.,,,,,,,,,,
2113.,1876.,,,,,,,,,,
2114.,1873.,,,,,,,,,,
2115.,1877.,,,,,,,,,,
2116.,1880.,,,,,,,,,,
2117.,1880.,,,,,,,,,,
2118.,1882.,,,,,,,,,,
2119.,1884.,,,,,,,,,,
2120.,1884.,,,,,,,,,,
2121.,1886.,,,,,,,,,,
2122.,1886.,,,,,,,,,,
2123.,1888.,,,,,,,,,,
2124.,1888.,,,,,,,,,,
2125.,1891.,,,,,,,,,,
2126.,1890.,,,,,,,,,,
2127.,1892.,,,,,,,,,,
2128.,1891.,,,,,,,,,,
2129.,1891.,,,,,,,,,,
2130.,1893.,,,,,,,,,,
2131.,1893.,,,,,,,,,,
2132.,1894.,,,,,,,,,,
2133.,1894.,,,,,,,,,,
2134.,1893.,,,,,,,,,,
2135.,1895.,,,,,,,,,,
2136.,1897.,,,,,,,,,,
2137.,1899.,,,,,,,,,,
2138.,1897.,,,,,,,,,,
2139.,1897.,,,,,,,,,,
2140.,1898.,,,,,,,,,,
2141.,1897.,,,,,,,,,,
2142.,1901.,,,,,,,,,,
2143.,1901.,,,,,,,,,,
2144.,1901.,,,,,,,,,,
2145.,1902.,,,,,,,,,,
2146.,1902.,,,,,,,,,,
2147.,1902.,,,,,,,,,,
2148.,1903.,,,,,,,,,,
2149.,1905.,,,,,,,,,,
