freq, ADC, voltage
560, 212, 0.16332
561, 210, 0.16645
562, 212, 0.16332
563, 211, 0.16567
564, 210, 0.16332
565, 210, 0.16332
566, 209, 0.16410
567, 210, 0.16332
568, 211, 0.16567
569, 212, 0.16488
570, 210, 0.16567
571, 211, 0.16332
572, 211, 0.16488
573, 210, 0.16488
574, 210, 0.16488
575, 211, 0.16488
576, 211, 0.16567
577, 211, 0.16332
578, 211, 0.16488
579, 209, 0.16410
580, 212, 0.16488
581, 211, 0.16410
582, 210, 0.16410
583, 210, 0.16410
584, 211, 0.16488
585, 210, 0.16488
586, 210, 0.16488
587, 212, 0.16488
588, 210, 0.16410
589, 208, 0.16410
590, 211, 0.16410
591, 210, 0.16410
592, 211, 0.16410
593, 212, 0.16410
594, 210, 0.16410
595, 210, 0.16332
596, 210, 0.16488
597, 209, 0.16488
598, 210, 0.16488
599, 212, 0.16410
600, 210, 0.16488
601, 211, 0.16488
602, 211, 0.16410
603, 211, 0.16567
604, 211, 0.16410
605, 210, 0.16410
606, 211, 0.16410
607, 209, 0.16410
608, 210, 0.16332
609, 210, 0.16488
610, 211, 0.16488
611, 211, 0.16410
612, 212, 0.16488
613, 210, 0.16488
614, 210, 0.16410
615, 211, 0.16410
616, 211, 0.16488
617, 212, 0.16410
618, 210, 0.16410
619, 209, 0.16410
620, 210, 0.16488
621, 210, 0.16410
622, 211, 0.16332
623, 210, 0.16332
624, 211, 0.16488
625, 210, 0.16332
626, 210, 0.16488
627, 210, 0.16488
628, 210, 0.16332
629, 210, 0.16410
630, 210, 0.16410
631, 210, 0.16410
632, 210, 0.16410
633, 209, 0.16410
634, 211, 0.16410
635, 210, 0.16410
636, 209, 0.16410
637, 210, 0.16332
638, 210, 0.16488
639, 210, 0.16332
640, 210, 0.16410
641, 210, 0.16410
642, 210, 0.16332
643, 210, 0.16332
644, 210, 0.16332
645, 209, 0.16332
646, 208, 0.16332
647, 208, 0.16254
648, 210, 0.16254
649, 209, 0.16410
650, 208, 0.16332
651, 209, 0.16254
652, 209, 0.16332
653, 209, 0.16332
654, 209, 0.16332
655, 208, 0.16332
656, 208, 0.16254
657, 209, 0.16332
658, 209, 0.16332
659, 210, 0.16254
660, 208, 0.16254
661, 208, 0.16254
662, 208, 0.16254
663, 208, 0.16098
664, 208, 0.16254
665, 207, 0.16254
666, 209, 0.16254
667, 207, 0.16254
668, 208, 0.16254
669, 207, 0.16332
670, 208, 0.16254
671, 208, 0.16254
672, 207, 0.16098
673, 207, 0.16176
674, 207, 0.16332
675, 207, 0.16254
676, 207, 0.16254
677, 208, 0.16176
678, 208, 0.16176
679, 208, 0.16254
680, 207, 0.16176
681, 207, 0.16176
682, 208, 0.16254
683, 206, 0.16254
684, 207, 0.16176
685, 207, 0.16254
686, 208, 0.16254
687, 207, 0.16176
688, 207, 0.16254
689, 207, 0.16098
690, 207, 0.16176
691, 207, 0.16176
692, 208, 0.16176
693, 208, 0.16176
694, 207, 0.16098
695, 207, 0.16176
696, 208, 0.16176
697, 208, 0.16176
698, 207, 0.16254
699, 207, 0.16176
700, 208, 0.16254
701, 207, 0.16098
702, 206, 0.16098
703, 206, 0.16176
704, 207, 0.16176
705, 207, 0.16176
706, 207, 0.16254
707, 206, 0.16176
708, 208, 0.16176
709, 206, 0.16098
710, 208, 0.16176
711, 207, 0.16176
712, 205, 0.16176
713, 207, 0.16254
714, 208, 0.16176
715, 207, 0.16098
716, 208, 0.16176
717, 206, 0.16176
718, 207, 0.16176
719, 206, 0.16176
720, 207, 0.16176
721, 207, 0.16176
722, 207, 0.16098
723, 207, 0.16254
724, 207, 0.16176
725, 206, 0.16176
726, 206, 0.16254
727, 207, 0.16254
728, 207, 0.16254
729, 207, 0.16176
730, 207, 0.16098
731, 206, 0.16176
732, 208, 0.16176
733, 207, 0.16176
734, 205, 0.16254
735, 208, 0.16176
736, 207, 0.16254
737, 207, 0.16176
738, 206, 0.16254
739, 206, 0.16176
740, 207, 0.16254
741, 207, 0.16176
742, 207, 0.16176
743, 206, 0.16098
744, 207, 0.16176
745, 208, 0.16176
746, 207, 0.16254
747, 207, 0.16098
748, 207, 0.16176
749, 207, 0.16176
750, 205, 0.16176
751, 207, 0.16254
752, 207, 0.16254
753, 208, 0.16176
754, 207, 0.16254
755, 207, 0.16176
756, 208, 0.16254
757, 208, 0.16176
758, 206, 0.16176
759, 208, 0.16176
760, 208, 0.16254
761, 207, 0.16176
762, 208, 0.16176
763, 207, 0.16254
764, 208, 0.16254
765, 208, 0.16176
766, 206, 0.16098
767, 207, 0.16176
768, 208, 0.16254
769, 207, 0.16254
770, 207, 0.16176
771, 207, 0.16098
772, 206, 0.16254
773, 207, 0.16176
774, 207, 0.16176
775, 208, 0.16254
776, 208, 0.16254
777, 208, 0.16254
778, 207, 0.16098
779, 208, 0.16254
780, 208, 0.16254
781, 208, 0.16254
782, 208, 0.16254
783, 207, 0.16176
784, 208, 0.16254
785, 208, 0.16176
786, 207, 0.16176
787, 207, 0.16254
788, 208, 0.16254
789, 208, 0.16254
790, 208, 0.16254
791, 207, 0.16254
792, 207, 0.16254
793, 209, 0.16254
794, 208, 0.16254
795, 208, 0.16254
796, 207, 0.16332
797, 208, 0.16332
798, 208, 0.16254
799, 208, 0.16254
800, 208, 0.16176
801, 208, 0.16254
802, 208, 0.16254
803, 208, 0.16332
804, 208, 0.16332
805, 208, 0.16332
806, 209, 0.16332
807, 209, 0.16254
808, 209, 0.16254
809, 208, 0.16332
810, 209, 0.16254
811, 209, 0.16332
812, 209, 0.16332
813, 209, 0.16410
814, 209, 0.16332
815, 209, 0.16254
816, 209, 0.16332
817, 209, 0.16332
818, 209, 0.16254
819, 210, 0.16410
820, 210, 0.16332
821, 210, 0.16332
822, 210, 0.16254
823, 211, 0.16410
824, 210, 0.16254
825, 210, 0.16332
826, 210, 0.16332
827, 209, 0.16410
828, 210, 0.16410
829, 211, 0.16332
830, 210, 0.16410
831, 210, 0.16410
832, 210, 0.16410
833, 212, 0.16410
834, 210, 0.16410
835, 210, 0.16410
836, 210, 0.16410
837, 210, 0.16488
838, 210, 0.16567
839, 211, 0.16488
840, 210, 0.16488
841, 211, 0.16488
842, 211, 0.16488
843, 210, 0.16488
844, 211, 0.16567
845, 210, 0.16488
846, 211, 0.16488
847, 211, 0.16488
848, 211, 0.16488
849, 211, 0.16488
850, 212, 0.16567
851, 212, 0.16567
852, 212, 0.16488
853, 212, 0.16488
854, 211, 0.16488
855, 211, 0.16488
856, 210, 0.16567
857, 211, 0.16567
858, 212, 0.16488
859, 213, 0.16567
860, 212, 0.16567
861, 212, 0.16567
862, 213, 0.16723
863, 212, 0.16567
864, 212, 0.16645
865, 213, 0.16723
866, 212, 0.16645
867, 212, 0.16645
868, 212, 0.16567
869, 212, 0.16488
870, 212, 0.16723
871, 211, 0.16645
872, 213, 0.16645
873, 213, 0.16567
874, 212, 0.16723
875, 213, 0.16645
876, 214, 0.16645
877, 214, 0.16645
878, 212, 0.16645
879, 213, 0.16723
880, 213, 0.16723
881, 213, 0.16645
882, 213, 0.16645
883, 214, 0.16567
884, 213, 0.16645
885, 215, 0.16645
886, 214, 0.16645
887, 213, 0.16723
888, 213, 0.16723
889, 214, 0.16723
890, 213, 0.16723
891, 214, 0.16723
892, 214, 0.16723
893, 214, 0.16723
894, 214, 0.16723
895, 214, 0.16645
896, 213, 0.16723
897, 213, 0.16645
898, 214, 0.16645
899, 212, 0.16723
900, 214, 0.16723
901, 213, 0.16645
902, 214, 0.16801
903, 214, 0.16645
904, 214, 0.16723
905, 214, 0.16645
906, 214, 0.16723
907, 214, 0.16723
908, 214, 0.16801
909, 214, 0.16723
910, 214, 0.16645
911, 214, 0.16645
912, 214, 0.16723
913, 213, 0.16723
914, 214, 0.16645
915, 213, 0.16645
916, 214, 0.16723
917, 213, 0.16645
918, 213, 0.16723
919, 213, 0.16645
920, 213, 0.16723
921, 214, 0.16567
922, 213, 0.16567
923, 212, 0.16645
924, 212, 0.16488
925, 214, 0.16567
926, 213, 0.16645
927, 213, 0.16645
928, 212, 0.16645
929, 211, 0.16645
930, 212, 0.16567
931, 212, 0.16488
932, 212, 0.16488
933, 212, 0.16645
934, 212, 0.16567
935, 211, 0.16567
936, 212, 0.16567
937, 212, 0.16567
938, 211, 0.16567
939, 212, 0.16567
940, 210, 0.16488
941, 211, 0.16567
942, 211, 0.16488
943, 211, 0.16488
944, 210, 0.16488
945, 211, 0.16488
946, 210, 0.16488
947, 210, 0.16567
948, 210, 0.16410
949, 210, 0.16410
950, 211, 0.16410
951, 210, 0.16488
952, 211, 0.16488
953, 210, 0.16488
954, 210, 0.16410
955, 210, 0.16410
956, 210, 0.16332
957, 208, 0.16410
958, 210, 0.16332
959, 209, 0.16332
960, 211, 0.16410
961, 210, 0.16332
962, 209, 0.16332
963, 209, 0.16410
964, 209, 0.16332
965, 210, 0.16410
966, 209, 0.16332
967, 209, 0.16410
968, 209, 0.16176
969, 208, 0.16254
970, 209, 0.16254
971, 208, 0.16254
972, 208, 0.16254
973, 209, 0.16254
974, 208, 0.16332
975, 208, 0.16176
976, 207, 0.16254
977, 208, 0.16254
978, 208, 0.16254
979, 208, 0.16254
980, 207, 0.16254
981, 208, 0.16254
982, 206, 0.16176
983, 208, 0.16176
984, 207, 0.16176
985, 207, 0.16176
986, 206, 0.16176
987, 207, 0.16176
988, 207, 0.16098
989, 208, 0.16098
990, 207, 0.16098
991, 206, 0.16098
992, 207, 0.16098
993, 206, 0.16020
994, 204, 0.16098
995, 206, 0.16020
996, 205, 0.16020
997, 205, 0.16098
998, 205, 0.16098
999, 204, 0.16098
1000, 205, 0.16020
1001, 205, 0.15941
1002, 205, 0.16020
1003, 205, 0.15941
1004, 204, 0.15941
1005, 203, 0.15863
1006, 204, 0.16020
1007, 204, 0.15941
1008, 203, 0.15863
1009, 204, 0.15941
1010, 203, 0.15863
1011, 204, 0.15941
1012, 203, 0.15785
1013, 203, 0.15941
1014, 203, 0.15863
1015, 203, 0.15785
1016, 203, 0.15863
1017, 202, 0.15785
1018, 203, 0.15863
1019, 202, 0.15785
1020, 202, 0.15785
1021, 202, 0.15707
1022, 202, 0.15785
1023, 202, 0.15707
1024, 202, 0.15785
1025, 201, 0.15863
1026, 201, 0.15785
1027, 202, 0.15707
1028, 202, 0.15785
1029, 201, 0.15707
1030, 201, 0.15707
1031, 202, 0.15629
1032, 200, 0.15707
1033, 201, 0.15707
1034, 201, 0.15629
1035, 201, 0.15707
1036, 200, 0.15629
1037, 201, 0.15551
1038, 200, 0.15629
1039, 198, 0.15551
1040, 199, 0.15629
1041, 200, 0.15629
1042, 199, 0.15551
1043, 197, 0.15551
1044, 199, 0.15473
1045, 198, 0.15551
1046, 198, 0.15473
1047, 199, 0.15551
1048, 198, 0.15394
1049, 198, 0.15473
1050, 198, 0.15473
1051, 199, 0.15394
1052, 198, 0.15551
1053, 198, 0.15473
1054, 198, 0.15473
1055, 197, 0.15316
1056, 196, 0.15394
1057, 198, 0.15316
1058, 196, 0.15394
1059, 196, 0.15316
1060, 197, 0.15394
1061, 197, 0.15316
1062, 197, 0.15394
1063, 195, 0.15316
1064, 196, 0.15394
1065, 196, 0.15316
1066, 196, 0.15316
1067, 196, 0.15316
1068, 195, 0.15316
1069, 195, 0.15238
1070, 196, 0.15160
1071, 195, 0.15238
1072, 194, 0.15160
1073, 194, 0.15238
1074, 195, 0.15238
1075, 193, 0.15238
1076, 196, 0.15160
1077, 194, 0.15160
1078, 194, 0.15160
1079, 194, 0.15160
1080, 194, 0.15160
1081, 194, 0.15160
1082, 195, 0.15082
1083, 194, 0.15160
1084, 194, 0.15082
1085, 194, 0.15082
1086, 193, 0.15160
1087, 193, 0.15004
1088, 192, 0.15082
1089, 194, 0.15004
1090, 192, 0.15004
1091, 193, 0.15082
1092, 192, 0.15082
1093, 191, 0.15004
1094, 192, 0.15004
1095, 190, 0.14926
1096, 192, 0.15004
1097, 192, 0.15004
1098, 191, 0.15004
1099, 191, 0.15004
1100, 192, 0.14926
1101, 192, 0.15004
1102, 191, 0.14926
1103, 191, 0.14926
1104, 193, 0.14926
1105, 191, 0.14926
1106, 190, 0.14926
1107, 192, 0.14847
1108, 191, 0.14926
1109, 192, 0.14926
1110, 191, 0.14926
1111, 190, 0.14847
1112, 192, 0.14926
1113, 190, 0.14926
1114, 191, 0.14847
1115, 190, 0.14847
1116, 189, 0.14847
1117, 190, 0.14926
1118, 190, 0.14847
1119, 190, 0.14847
1120, 190, 0.14847
1121, 190, 0.14847
1122, 190, 0.14769
1123, 190, 0.14847
1124, 189, 0.14847
1125, 189, 0.14847
1126, 189, 0.14847
1127, 190, 0.14926
1128, 189, 0.14847
1129, 190, 0.14847
1130, 190, 0.14769
1131, 190, 0.14691
1132, 189, 0.14847
1133, 189, 0.14769
1134, 189, 0.14769
1135, 189, 0.14769
1136, 189, 0.14847
1137, 189, 0.14691
1138, 190, 0.14769
1139, 189, 0.14769
1140, 189, 0.14769
1141, 190, 0.14769
1142, 189, 0.14847
1143, 189, 0.14847
1144, 188, 0.14769
1145, 189, 0.14691
1146, 189, 0.14769
1147, 189, 0.14769
1148, 188, 0.14769
1149, 189, 0.14769
1150, 189, 0.14691
1151, 189, 0.14769
1152, 189, 0.14691
1153, 187, 0.14691
1154, 189, 0.14769
1155, 189, 0.14691
1156, 187, 0.14613
1157, 188, 0.14691
1158, 188, 0.14691
1159, 187, 0.14691
1160, 187, 0.14691
1161, 188, 0.14691
1162, 188, 0.14613
1163, 188, 0.14769
1164, 188, 0.14691
1165, 188, 0.14691
1166, 188, 0.14691
1167, 188, 0.14691
1168, 188, 0.14691
1169, 187, 0.14769
1170, 188, 0.14613
1171, 188, 0.14613
1172, 187, 0.14769
1173, 188, 0.14613
1174, 187, 0.14613
1175, 188, 0.14691
1176, 189, 0.14691
1177, 188, 0.14691
1178, 188, 0.14691
1179, 188, 0.14613
1180, 188, 0.14613
1181, 187, 0.14613
1182, 188, 0.14691
1183, 187, 0.14535
1184, 189, 0.14613
1185, 188, 0.14613
1186, 187, 0.14613
1187, 187, 0.14613
1188, 186, 0.14535
1189, 187, 0.14613
1190, 187, 0.14613
1191, 187, 0.14535
1192, 187, 0.14691
1193, 186, 0.14613
1194, 187, 0.14613
1195, 186, 0.14613
1196, 186, 0.14613
1197, 187, 0.14613
1198, 187, 0.14613
1199, 186, 0.14613
1200, 186, 0.14613
1201, 187, 0.14613
1202, 187, 0.14613
1203, 187, 0.14613
1204, 187, 0.14613
1205, 186, 0.14613
1206, 187, 0.14613
1207, 186, 0.14613
1208, 187, 0.14613
1209, 187, 0.14613
1210, 188, 0.14457
1211, 186, 0.14535
1212, 187, 0.14613
1213, 187, 0.14457
1214, 187, 0.14691
1215, 187, 0.14535
1216, 187, 0.14613
1217, 187, 0.14613
1218, 185, 0.14613
1219, 186, 0.14535
1220, 186, 0.14535
1221, 188, 0.14613
1222, 186, 0.14457
1223, 187, 0.14613
1224, 186, 0.14535
1225, 187, 0.14613
1226, 188, 0.14613
1227, 187, 0.14535
1228, 186, 0.14613
1229, 186, 0.14535
1230, 186, 0.14457
1231, 187, 0.14535
1232, 187, 0.14535
1233, 187, 0.14535
1234, 185, 0.14613
1235, 186, 0.14535
1236, 185, 0.14457
1237, 186, 0.14535
1238, 186, 0.14613
1239, 186, 0.14457
1240, 186, 0.14457
1241, 186, 0.14535
1242, 186, 0.14535
1243, 187, 0.14535
1244, 186, 0.14535
1245, 186, 0.14535
1246, 185, 0.14535
1247, 185, 0.14457
1248, 186, 0.14535
1249, 186, 0.14535
1250, 186, 0.14379
1251, 186, 0.14613
1252, 186, 0.14613
1253, 186, 0.14535
1254, 185, 0.14457
1255, 187, 0.14457
1256, 185, 0.14535
1257, 187, 0.14535
1258, 185, 0.14457
1259, 186, 0.14535
1260, 186, 0.14457
1261, 187, 0.14457
1262, 185, 0.14535
1263, 185, 0.14535
1264, 186, 0.14457
1265, 186, 0.14457
1266, 186, 0.14535
1267, 185, 0.14457
1268, 186, 0.14535
1269, 186, 0.14535
