freq, ADC, voltage
1270, 185, 0.14457
1271, 185, 0.14457
1272, 184, 0.14457
1273, 186, 0.14535
1274, 186, 0.14535
1275, 186, 0.14457
1276, 186, 0.14379
1277, 186, 0.14457
1278, 185, 0.14535
1279, 186, 0.14535
1280, 184, 0.14457
1281, 184, 0.14379
1282, 186, 0.14457
1283, 186, 0.14379
1284, 185, 0.14457
1285, 185, 0.14379
1286, 184, 0.14457
1287, 185, 0.14379
1288, 185, 0.14457
1289, 185, 0.14535
1290, 185, 0.14535
1291, 185, 0.14535
1292, 185, 0.14457
1293, 184, 0.14457
1294, 185, 0.14457
1295, 184, 0.14457
1296, 184, 0.14457
1297, 185, 0.14457
1298, 185, 0.14535
1299, 184, 0.14457
1300, 185, 0.14457
1301, 184, 0.14535
1302, 185, 0.14379
1303, 185, 0.14379
1304, 184, 0.14535
1305, 186, 0.14535
1306, 184, 0.14379
1307, 185, 0.14457
1308, 185, 0.14535
1309, 184, 0.14457
1310, 186, 0.14457
1311, 185, 0.14535
1312, 185, 0.14457
1313, 184, 0.14535
1314, 185, 0.14457
1315, 184, 0.14379
1316, 185, 0.14379
1317, 185, 0.14300
1318, 185, 0.14457
1319, 184, 0.14457
1320, 184, 0.14379
1321, 184, 0.14457
1322, 184, 0.14457
1323, 185, 0.14379
1324, 184, 0.14379
1325, 185, 0.14457
1326, 185, 0.14535
1327, 185, 0.14457
1328, 185, 0.14457
1329, 185, 0.14300
1330, 184, 0.14457
1331, 185, 0.14535
1332, 184, 0.14379
1333, 185, 0.14379
1334, 185, 0.14379
1335, 186, 0.14379
1336, 183, 0.14379
1337, 183, 0.14457
1338, 185, 0.14457
1339, 184, 0.14457
1340, 186, 0.14535
1341, 185, 0.14457
1342, 184, 0.14379
1343, 184, 0.14379
1344, 185, 0.14457
1345, 185, 0.14379
1346, 185, 0.14457
1347, 183, 0.14300
1348, 184, 0.14379
1349, 185, 0.14457
1350, 184, 0.14379
1351, 184, 0.14300
1352, 185, 0.14379
1353, 183, 0.14300
1354, 184, 0.14379
1355, 183, 0.14300
1356, 184, 0.14300
1357, 184, 0.14300
1358, 184, 0.14457
1359, 183, 0.14300
1360, 184, 0.14457
1361, 184, 0.14300
1362, 184, 0.14379
1363, 182, 0.14379
1364, 184, 0.14379
1365, 183, 0.14379
1366, 183, 0.14300
1367, 184, 0.14300
1368, 183, 0.14379
1369, 182, 0.14300
1370, 183, 0.14379
1371, 182, 0.14300
1372, 184, 0.14300
1373, 183, 0.14300
1374, 184, 0.14222
1375, 185, 0.14300
1376, 183, 0.14300
1377, 183, 0.14300
1378, 182, 0.14300
1379, 183, 0.14300
1380, 183, 0.14222
1381, 182, 0.14300
1382, 183, 0.14300
1383, 182, 0.14379
1384, 183, 0.14300
1385, 184, 0.14300
1386, 183, 0.14300
1387, 182, 0.14300
1388, 183, 0.14222
1389, 183, 0.14300
1390, 183, 0.14222
1391, 183, 0.14300
1392, 183, 0.14222
1393, 181, 0.14300
1394, 182, 0.14300
1395, 183, 0.14222
1396, 182, 0.14300
1397, 182, 0.14300
1398, 182, 0.14300
1399, 183, 0.14222
1400, 182, 0.14144
1401, 183, 0.14300
1402, 183, 0.14222
1403, 183, 0.14300
1404, 184, 0.14222
1405, 182, 0.14300
1406, 182, 0.14144
1407, 182, 0.14222
1408, 183, 0.14222
1409, 183, 0.14300
1410, 182, 0.14222
1411, 181, 0.14300
1412, 184, 0.14300
1413, 183, 0.14300
1414, 183, 0.14300
1415, 183, 0.14300
1416, 183, 0.14300
1417, 182, 0.14222
1418, 181, 0.14222
1419, 183, 0.14300
1420, 182, 0.14222
1421, 182, 0.14222
1422, 182, 0.14300
1423, 182, 0.14144
1424, 183, 0.14222
1425, 183, 0.14300
1426, 182, 0.14300
1427, 182, 0.14222
1428, 182, 0.14300
1429, 182, 0.14222
1430, 183, 0.14300
1431, 181, 0.14222
1432, 182, 0.14300
1433, 182, 0.14222
1434, 182, 0.14144
1435, 182, 0.14222
1436, 183, 0.14222
1437, 182, 0.14222
1438, 182, 0.14300
1439, 182, 0.14300
1440, 182, 0.14300
1441, 182, 0.14144
1442, 182, 0.14222
1443, 182, 0.14222
1444, 183, 0.14300
1445, 183, 0.14222
1446, 183, 0.14222
1447, 183, 0.14300
1448, 183, 0.14300
1449, 182, 0.14222
1450, 183, 0.14222
1451, 183, 0.14144
1452, 182, 0.14300
1453, 182, 0.14379
1454, 182, 0.14222
1455, 183, 0.14222
1456, 183, 0.14300
1457, 182, 0.14300
1458, 182, 0.14222
1459, 183, 0.14379
1460, 182, 0.14379
1461, 183, 0.14300
1462, 182, 0.14300
1463, 183, 0.14379
1464, 183, 0.14300
1465, 184, 0.14300
1466, 183, 0.14300
1467, 183, 0.14222
1468, 182, 0.14300
1469, 183, 0.14300
1470, 182, 0.14300
1471, 183, 0.14300
1472, 183, 0.14300
1473, 182, 0.14222
1474, 182, 0.14379
1475, 183, 0.14300
1476, 183, 0.14222
1477, 183, 0.14300
1478, 183, 0.14300
1479, 183, 0.14300
1480, 183, 0.14379
1481, 181, 0.14379
1482, 183, 0.14300
1483, 183, 0.14300
1484, 182, 0.14300
1485, 184, 0.14379
1486, 182, 0.14300
1487, 183, 0.14379
1488, 183, 0.14300
1489, 183, 0.14222
1490, 183, 0.14379
1491, 183, 0.14300
1492, 183, 0.14379
1493, 184, 0.14300
1494, 183, 0.14300
1495, 183, 0.14300
1496, 183, 0.14300
1497, 183, 0.14379
1498, 183, 0.14379
1499, 184, 0.14222
1500, 183, 0.14379
1501, 183, 0.14300
1502, 183, 0.14379
1503, 184, 0.14300
1504, 184, 0.14300
1505, 184, 0.14300
1506, 185, 0.14300
1507, 184, 0.14300
1508, 184, 0.14300
1509, 184, 0.14379
1510, 184, 0.14379
1511, 184, 0.14379
1512, 184, 0.14300
1513, 185, 0.14379
1514, 183, 0.14379
1515, 184, 0.14457
1516, 185, 0.14379
1517, 183, 0.14379
1518, 184, 0.14379
1519, 184, 0.14379
1520, 184, 0.14379
1521, 183, 0.14379
1522, 186, 0.14379
1523, 185, 0.14457
1524, 185, 0.14457
1525, 184, 0.14457
1526, 184, 0.14379
1527, 183, 0.14535
1528, 185, 0.14457
1529, 185, 0.14379
1530, 185, 0.14457
1531, 184, 0.14457
1532, 184, 0.14535
1533, 185, 0.14457
1534, 184, 0.14379
1535, 186, 0.14535
1536, 185, 0.14457
1537, 186, 0.14613
1538, 185, 0.14457
1539, 186, 0.14457
1540, 185, 0.14379
1541, 185, 0.14457
1542, 185, 0.14535
1543, 187, 0.14457
1544, 185, 0.14535
1545, 185, 0.14535
1546, 185, 0.14457
1547, 185, 0.14457
1548, 185, 0.14457
1549, 185, 0.14457
1550, 186, 0.14457
1551, 186, 0.14457
1552, 185, 0.14535
1553, 186, 0.14535
1554, 187, 0.14535
1555, 186, 0.14535
1556, 186, 0.14457
1557, 186, 0.14613
1558, 186, 0.14613
1559, 185, 0.14613
1560, 187, 0.14535
1561, 185, 0.14535
1562, 187, 0.14535
1563, 186, 0.14613
1564, 186, 0.14535
1565, 187, 0.14613
1566, 187, 0.14535
1567, 187, 0.14613
1568, 187, 0.14535
1569, 186, 0.14613
1570, 186, 0.14613
1571, 187, 0.14613
1572, 187, 0.14613
1573, 187, 0.14535
1574, 187, 0.14613
1575, 186, 0.14613
1576, 187, 0.14613
1577, 187, 0.14613
1578, 186, 0.14613
1579, 186, 0.14613
1580, 187, 0.14535
1581, 187, 0.14613
1582, 187, 0.14691
1583, 187, 0.14691
1584, 187, 0.14613
1585, 188, 0.14691
1586, 188, 0.14613
1587, 188, 0.14691
1588, 188, 0.14691
1589, 187, 0.14691
1590, 188, 0.14691
1591, 189, 0.14613
1592, 188, 0.14691
1593, 189, 0.14691
1594, 188, 0.14613
1595, 188, 0.14613
1596, 188, 0.14691
1597, 187, 0.14769
1598, 188, 0.14691
1599, 188, 0.14769
1600, 188, 0.14691
1601, 189, 0.14769
1602, 189, 0.14691
1603, 189, 0.14769
1604, 188, 0.14769
1605, 189, 0.14769
1606, 189, 0.14769
1607, 190, 0.14847
1608, 190, 0.14769
1609, 190, 0.14847
1610, 189, 0.14847
1611, 189, 0.14769
1612, 189, 0.14847
1613, 191, 0.14769
1614, 189, 0.14847
1615, 190, 0.14769
1616, 191, 0.14769
1617, 189, 0.14847
1618, 191, 0.14847
1619, 191, 0.14769
1620, 190, 0.14926
1621, 189, 0.14847
1622, 190, 0.14926
1623, 190, 0.14926
1624, 189, 0.14847
1625, 191, 0.14926
1626, 191, 0.14926
1627, 191, 0.14926
1628, 191, 0.14926
1629, 191, 0.14926
1630, 191, 0.14926
1631, 190, 0.15004
1632, 191, 0.14926
1633, 191, 0.15004
1634, 191, 0.14926
1635, 192, 0.15004
1636, 191, 0.15004
1637, 191, 0.15004
1638, 192, 0.15004
1639, 192, 0.15082
1640, 193, 0.15004
1641, 193, 0.15004
1642, 193, 0.15082
1643, 192, 0.15004
1644, 192, 0.15004
1645, 193, 0.15082
1646, 193, 0.15082
1647, 193, 0.15082
1648, 194, 0.15004
1649, 192, 0.15160
1650, 193, 0.15082
1651, 193, 0.15160
1652, 194, 0.15160
1653, 194, 0.15160
1654, 193, 0.15160
1655, 194, 0.15082
1656, 195, 0.15160
1657, 194, 0.15160
1658, 194, 0.15160
1659, 194, 0.15238
1660, 195, 0.15238
1661, 195, 0.15316
1662, 196, 0.15316
1663, 194, 0.15238
1664, 196, 0.15316
1665, 195, 0.15238
1666, 195, 0.15238
1667, 195, 0.15316
1668, 196, 0.15316
1669, 195, 0.15238
1670, 194, 0.15238
1671, 196, 0.15316
1672, 196, 0.15316
1673, 195, 0.15316
1674, 197, 0.15316
1675, 196, 0.15316
1676, 196, 0.15316
1677, 197, 0.15394
1678, 197, 0.15316
1679, 197, 0.15394
1680, 198, 0.15316
1681, 197, 0.15551
1682, 197, 0.15394
1683, 198, 0.15394
1684, 198, 0.15473
1685, 197, 0.15394
1686, 197, 0.15551
1687, 199, 0.15394
1688, 198, 0.15394
1689, 198, 0.15473
1690, 198, 0.15473
1691, 198, 0.15551
1692, 199, 0.15551
1693, 199, 0.15551
1694, 198, 0.15551
1695, 199, 0.15551
1696, 200, 0.15629
1697, 199, 0.15551
1698, 199, 0.15473
1699, 200, 0.15629
1700, 199, 0.15551
1701, 199, 0.15629
1702, 199, 0.15629
1703, 199, 0.15629
1704, 199, 0.15707
1705, 201, 0.15629
1706, 199, 0.15551
1707, 199, 0.15629
1708, 201, 0.15629
1709, 201, 0.15629
1710, 200, 0.15629
1711, 201, 0.15785
1712, 200, 0.15707
1713, 200, 0.15629
1714, 201, 0.15707
1715, 201, 0.15785
1716, 201, 0.15785
1717, 201, 0.15785
1718, 201, 0.15785
1719, 201, 0.15785
1720, 203, 0.15707
1721, 202, 0.15785
1722, 202, 0.15785
1723, 202, 0.15785
1724, 203, 0.15863
1725, 202, 0.15941
1726, 202, 0.15785
1727, 203, 0.15863
1728, 203, 0.15863
1729, 204, 0.15863
1730, 203, 0.15785
1731, 203, 0.15863
1732, 203, 0.15863
1733, 202, 0.15941
1734, 205, 0.15785
1735, 203, 0.15941
1736, 203, 0.15941
1737, 204, 0.16020
1738, 204, 0.16020
1739, 204, 0.15863
1740, 204, 0.15863
1741, 203, 0.15941
1742, 205, 0.15941
1743, 204, 0.15941
1744, 205, 0.16020
1745, 205, 0.16020
1746, 205, 0.15863
1747, 204, 0.15863
1748, 204, 0.16020
1749, 205, 0.16020
1750, 204, 0.15941
1751, 205, 0.16020
1752, 205, 0.16098
1753, 205, 0.16020
1754, 205, 0.16098
1755, 205, 0.16020
1756, 206, 0.16098
1757, 204, 0.15941
1758, 205, 0.16020
1759, 206, 0.16098
1760, 206, 0.16098
1761, 206, 0.15941
1762, 206, 0.16020
1763, 206, 0.16098
1764, 206, 0.16098
1765, 206, 0.16098
1766, 207, 0.16098
1767, 207, 0.16176
1768, 206, 0.16098
1769, 205, 0.16176
1770, 206, 0.16098
1771, 205, 0.16020
1772, 206, 0.16098
1773, 206, 0.16098
1774, 208, 0.16176
1775, 206, 0.16176
1776, 206, 0.16020
1777, 205, 0.16176
1778, 207, 0.16098
1779, 207, 0.16176
1780, 207, 0.16176
1781, 206, 0.16176
1782, 206, 0.16176
1783, 207, 0.16176
1784, 208, 0.16176
1785, 207, 0.16176
1786, 207, 0.16176
1787, 206, 0.16176
1788, 207, 0.16254
1789, 208, 0.16098
1790, 207, 0.16176
1791, 208, 0.16254
1792, 207, 0.16254
1793, 208, 0.16176
1794, 207, 0.16176
1795, 207, 0.16098
1796, 207, 0.16254
1797, 207, 0.16176
1798, 208, 0.16254
1799, 207, 0.16176
1800, 208, 0.16176
1801, 208, 0.16254
1802, 205, 0.16176
1803, 207, 0.16254
1804, 207, 0.16176
1805, 208, 0.16176
1806, 207, 0.16176
1807, 207, 0.16176
1808, 207, 0.16176
1809, 207, 0.16098
1810, 207, 0.16254
1811, 207, 0.16176
1812, 207, 0.16176
1813, 206, 0.16098
1814, 207, 0.16176
1815, 208, 0.16176
1816, 206, 0.16254
1817, 208, 0.16176
1818, 207, 0.16098
1819, 207, 0.16098
1820, 207, 0.16098
1821, 207, 0.16098
1822, 206, 0.16098
1823, 206, 0.16254
1824, 207, 0.16176
1825, 207, 0.16098
1826, 207, 0.16098
1827, 206, 0.16098
1828, 207, 0.16254
1829, 205, 0.16098
1830, 207, 0.16176
1831, 207, 0.16020
1832, 206, 0.16176
1833, 207, 0.16176
1834, 206, 0.16020
1835, 207, 0.16176
1836, 207, 0.16176
1837, 207, 0.16176
1838, 205, 0.16098
1839, 205, 0.16020
1840, 206, 0.16020
1841, 206, 0.16176
1842, 206, 0.16098
1843, 207, 0.16098
1844, 206, 0.16098
1845, 206, 0.16020
1846, 206, 0.16098
1847, 205, 0.16098
1848, 205, 0.16020
1849, 206, 0.16020
1850, 205, 0.16020
1851, 205, 0.16020
1852, 206, 0.16020
1853, 206, 0.16098
1854, 206, 0.16020
1855, 206, 0.16098
1856, 204, 0.16020
1857, 205, 0.16020
1858, 205, 0.16020
1859, 205, 0.16020
1860, 204, 0.16020
1861, 204, 0.15941
1862, 204, 0.16020
1863, 204, 0.16020
1864, 206, 0.16020
1865, 205, 0.16020
1866, 204, 0.16020
1867, 205, 0.16020
1868, 204, 0.15941
1869, 205, 0.16020
1870, 203, 0.15941
1871, 205, 0.15941
1872, 205, 0.16020
1873, 204, 0.15941
1874, 205, 0.15941
1875, 205, 0.15941
1876, 204, 0.15941
1877, 203, 0.15863
1878, 204, 0.15941
1879, 204, 0.15863
1880, 205, 0.15941
1881, 204, 0.15941
1882, 203, 0.15941
1883, 204, 0.15941
1884, 203, 0.15941
1885, 203, 0.15941
1886, 203, 0.15785
1887, 202, 0.15863
1888, 203, 0.15785
1889, 203, 0.15863
1890, 203, 0.15863
1891, 203, 0.15863
1892, 203, 0.15863
1893, 202, 0.15785
1894, 203, 0.15863
1895, 203, 0.15785
1896, 203, 0.15863
1897, 203, 0.15863
1898, 203, 0.15785
1899, 203, 0.15785
1900, 202, 0.15863
1901, 202, 0.15785
1902, 202, 0.15785
1903, 201, 0.15785
1904, 202, 0.15785
1905, 202, 0.15785
1906, 202, 0.15785
1907, 202, 0.15785
1908, 201, 0.15707
1909, 201, 0.15785
1910, 202, 0.15707
1911, 200, 0.15785
1912, 201, 0.15785
1913, 201, 0.15707
1914, 201, 0.15707
1915, 202, 0.15707
1916, 201, 0.15707
1917, 202, 0.15707
1918, 201, 0.15785
1919, 201, 0.15629
1920, 200, 0.15629
1921, 201, 0.15629
1922, 201, 0.15629
1923, 201, 0.15707
1924, 201, 0.15629
1925, 200, 0.15629
1926, 200, 0.15629
1927, 200, 0.15629
1928, 200, 0.15629
1929, 200, 0.15629
1930, 200, 0.15629
1931, 200, 0.15707
1932, 200, 0.15629
1933, 200, 0.15551
1934, 199, 0.15629
1935, 199, 0.15551
1936, 200, 0.15629
1937, 200, 0.15629
1938, 200, 0.15629
1939, 199, 0.15629
1940, 200, 0.15629
1941, 199, 0.15629
1942, 199, 0.15473
1943, 198, 0.15551
1944, 199, 0.15473
1945, 199, 0.15551
1946, 198, 0.15551
1947, 198, 0.15551
1948, 199, 0.15629
1949, 199, 0.15551
1950, 198, 0.15551
1951, 199, 0.15551
1952, 198, 0.15551
1953, 198, 0.15551
1954, 199, 0.15551
1955, 197, 0.15473
1956, 199, 0.15551
1957, 198, 0.15473
1958, 198, 0.15473
1959, 199, 0.15551
1960, 197, 0.15473
1961, 199, 0.15473
1962, 197, 0.15473
1963, 199, 0.15473
1964, 198, 0.15394
1965, 198, 0.15551
1966, 197, 0.15394
1967, 197, 0.15394
1968, 197, 0.15473
1969, 198, 0.15394
1970, 197, 0.15473
1971, 196, 0.15473
1972, 198, 0.15473
1973, 197, 0.15394
1974, 196, 0.15394
1975, 197, 0.15394
1976, 196, 0.15394
1977, 197, 0.15394
1978, 197, 0.15316
1979, 197, 0.15394
1980, 197, 0.15394
1981, 197, 0.15473
1982, 196, 0.15394
1983, 197, 0.15394
1984, 196, 0.15316
1985, 197, 0.15394
1986, 197, 0.15316
1987, 196, 0.15394
1988, 196, 0.15394
1989, 196, 0.15316
1990, 195, 0.15394
1991, 196, 0.15394
1992, 197, 0.15394
1993, 195, 0.15316
1994, 194, 0.15394
1995, 197, 0.15316
1996, 195, 0.15316
1997, 197, 0.15316
1998, 196, 0.15238
1999, 196, 0.15316
2000, 195, 0.15238
2001, 196, 0.15316
2002, 196, 0.15316
2003, 196, 0.15316
2004, 196, 0.15238
2005, 197, 0.15238
2006, 197, 0.15238
2007, 196, 0.15316
2008, 196, 0.15160
2009, 196, 0.15316
2010, 195, 0.15316
2011, 195, 0.15316
2012, 196, 0.15238
2013, 195, 0.15238
2014, 194, 0.15238
2015, 195, 0.15238
2016, 195, 0.15316
2017, 195, 0.15316
2018, 195, 0.15160
2019, 194, 0.15238
2020, 195, 0.15238
2021, 195, 0.15238
2022, 196, 0.15082
2023, 195, 0.15160
2024, 194, 0.15160
2025, 194, 0.15238
2026, 193, 0.15160
2027, 194, 0.15160
2028, 195, 0.15160
2029, 194, 0.15160
2030, 195, 0.15160
2031, 194, 0.15160
2032, 195, 0.15160
2033, 194, 0.15160
2034, 193, 0.15082
2035, 194, 0.15160
2036, 194, 0.15160
2037, 195, 0.15160
2038, 194, 0.15160
2039, 194, 0.15238
2040, 193, 0.15160
2041, 193, 0.15160
2042, 193, 0.15082
2043, 194, 0.15004
2044, 194, 0.15082
2045, 192, 0.15082
2046, 193, 0.15004
2047, 193, 0.15082
2048, 193, 0.15004
2049, 194, 0.15004
2050, 193, 0.15082
2051, 192, 0.15004
2052, 193, 0.15004
2053, 192, 0.14926
2054, 193, 0.15004
2055, 192, 0.15082
2056, 192, 0.15004
2057, 193, 0.15004
2058, 192, 0.14926
2059, 193, 0.15004
2060, 191, 0.15004
2061, 192, 0.15004
2062, 192, 0.14926
2063, 191, 0.14926
2064, 193, 0.15004
2065, 192, 0.14926
2066, 192, 0.14926
2067, 191, 0.14926
2068, 192, 0.14926
2069, 191, 0.14926
2070, 191, 0.14926
2071, 190, 0.14926
2072, 189, 0.14926
2073, 191, 0.14847
2074, 191, 0.14769
2075, 191, 0.14769
2076, 190, 0.14926
2077, 191, 0.14926
2078, 191, 0.14847
2079, 191, 0.14847
2080, 190, 0.14847
2081, 191, 0.14847
2082, 189, 0.14847
2083, 188, 0.14847
2084, 189, 0.14847
2085, 189, 0.14769
2086, 190, 0.14847
2087, 190, 0.14769
2088, 189, 0.14769
2089, 188, 0.14769
2090, 189, 0.14769
2091, 189, 0.14691
2092, 189, 0.14769
2093, 189, 0.14769
2094, 189, 0.14847
2095, 188, 0.14769
2096, 188, 0.14769
2097, 189, 0.14769
2098, 188, 0.14691
2099, 189, 0.14691
2100, 189, 0.14769
2101, 188, 0.14691
2102, 187, 0.14691
2103, 188, 0.14613
2104, 189, 0.14613
2105, 188, 0.14613
2106, 187, 0.14613
2107, 186, 0.14613
2108, 188, 0.14535
2109, 187, 0.14535
2110, 187, 0.14613
2111, 187, 0.14613
2112, 186, 0.14613
2113, 186, 0.14535
2114, 187, 0.14535
2115, 186, 0.14457
2116, 186, 0.14535
2117, 186, 0.14535
2118, 186, 0.14535
2119, 185, 0.14379
2120, 186, 0.14535
2121, 185, 0.14457
2122, 186, 0.14457
2123, 185, 0.14300
2124, 186, 0.14457
2125, 184, 0.14379
2126, 184, 0.14457
2127, 184, 0.14457
2128, 184, 0.14379
2129, 184, 0.14379
2130, 183, 0.14379
2131, 184, 0.14300
2132, 184, 0.14379
2133, 184, 0.14300
2134, 183, 0.14222
2135, 183, 0.14379
2136, 183, 0.14379
2137, 183, 0.14300
2138, 183, 0.14379
2139, 182, 0.14300
2140, 182, 0.14222
2141, 182, 0.14222
2142, 181, 0.14222
2143, 183, 0.14222
2144, 183, 0.14222
2145, 182, 0.14222
2146, 182, 0.14144
2147, 181, 0.14144
2148, 181, 0.14222
2149, 182, 0.14144
2150, 180, 0.14066
2151, 181, 0.14222
2152, 181, 0.14222
2153, 180, 0.14144
2154, 181, 0.14144
2155, 181, 0.14144
2156, 181, 0.14222
2157, 181, 0.14144
2158, 180, 0.14144
2159, 181, 0.14066
2160, 181, 0.14144
2161, 181, 0.14066
2162, 180, 0.13988
2163, 180, 0.14066
2164, 180, 0.14144
2165, 180, 0.14144
2166, 180, 0.13988
2167, 179, 0.14066
2168, 181, 0.13988
2169, 180, 0.13988
2170, 179, 0.13988
2171, 179, 0.13988
2172, 179, 0.13910
2173, 179, 0.13988
2174, 178, 0.13988
2175, 179, 0.14066
2176, 179, 0.13988
2177, 179, 0.13988
2178, 179, 0.13988
2179, 180, 0.13988
2180, 179, 0.13988
2181, 178, 0.13910
2182, 178, 0.13988
2183, 179, 0.13988
2184, 179, 0.13988
2185, 178, 0.13910
2186, 178, 0.13910
2187, 178, 0.13988
2188, 178, 0.13910
2189, 178, 0.13910
2190, 178, 0.13910
2191, 178, 0.13910
2192, 178, 0.13910
2193, 177, 0.13910
2194, 178, 0.13910
2195, 178, 0.13832
2196, 178, 0.13832
2197, 178, 0.13910
2198, 178, 0.13832
2199, 178, 0.13910
2200, 177, 0.13910
2201, 177, 0.13832
2202, 178, 0.13910
2203, 177, 0.13753
2204, 177, 0.13832
2205, 179, 0.13910
2206, 177, 0.13910
2207, 176, 0.13910
2208, 178, 0.13753
2209, 177, 0.13832
2210, 177, 0.13832
2211, 177, 0.13753
2212, 176, 0.13832
2213, 177, 0.13832
2214, 177, 0.13832
2215, 178, 0.13832
2216, 177, 0.13832
2217, 178, 0.13753
2218, 177, 0.13832
2219, 176, 0.13832
2220, 177, 0.13753
2221, 177, 0.13832
2222, 177, 0.13753
2223, 176, 0.13910
2224, 177, 0.13832
2225, 177, 0.13753
2226, 177, 0.13832
2227, 177, 0.13832
2228, 177, 0.13753
2229, 176, 0.13753
2230, 178, 0.13832
2231, 175, 0.13832
2232, 176, 0.13753
2233, 177, 0.13753
2234, 177, 0.13832
2235, 176, 0.13832
2236, 176, 0.13832
2237, 176, 0.13753
2238, 176, 0.13832
2239, 176, 0.13753
2240, 176, 0.13832
2241, 176, 0.13753
2242, 176, 0.13753
2243, 177, 0.13753
2244, 176, 0.13910
2245, 176, 0.13753
2246, 176, 0.13753
2247, 176, 0.13753
2248, 176, 0.13753
2249, 176, 0.13753
2250, 176, 0.13753
2251, 176, 0.13832
2252, 176, 0.13675
2253, 176, 0.13832
2254, 176, 0.13753
2255, 176, 0.13753
2256, 176, 0.13753
2257, 176, 0.13753
2258, 176, 0.13753
2259, 177, 0.13832
2260, 176, 0.13753
2261, 175, 0.13753
2262, 176, 0.13675
2263, 175, 0.13753
2264, 177, 0.13753
2265, 176, 0.13753
2266, 176, 0.13675
2267, 176, 0.13597
2268, 175, 0.13753
2269, 175, 0.13753
2270, 176, 0.13675
2271, 176, 0.13753
2272, 176, 0.13753
2273, 176, 0.13753
2274, 174, 0.13753
2275, 176, 0.13753
2276, 176, 0.13675
2277, 175, 0.13675
2278, 176, 0.13753
2279, 176, 0.13675
2280, 176, 0.13675
2281, 175, 0.13753
2282, 175, 0.13753
2283, 175, 0.13753
2284, 176, 0.13753
2285, 175, 0.13753
2286, 176, 0.13753
2287, 176, 0.13753
2288, 176, 0.13675
2289, 176, 0.13675
2290, 176, 0.13753
2291, 175, 0.13675
2292, 176, 0.13753
2293, 175, 0.13753
2294, 176, 0.13675
2295, 175, 0.13675
2296, 175, 0.13753
2297, 175, 0.13675
2298, 176, 0.13675
2299, 176, 0.13753
2300, 175, 0.13675
2301, 175, 0.13675
2302, 174, 0.13675
2303, 175, 0.13753
2304, 176, 0.13675
2305, 175, 0.13675
2306, 175, 0.13675
2307, 174, 0.13675
2308, 174, 0.13675
2309, 175, 0.13753
2310, 175, 0.13675
2311, 175, 0.13675
2312, 175, 0.13675
2313, 175, 0.13675
2314, 176, 0.13675
2315, 175, 0.13675
2316, 174, 0.13675
2317, 176, 0.13675
2318, 174, 0.13753
2319, 175, 0.13675
2320, 175, 0.13597
2321, 175, 0.13675
2322, 174, 0.13675
2323, 176, 0.13753
2324, 175, 0.13675
2325, 175, 0.13675
2326, 176, 0.13753
2327, 174, 0.13675
2328, 174, 0.13675
2329, 175, 0.13675
2330, 175, 0.13675
2331, 174, 0.13597
2332, 175, 0.13675
2333, 175, 0.13597
2334, 174, 0.13675
2335, 175, 0.13675
2336, 174, 0.13675
2337, 174, 0.13675
2338, 176, 0.13597
2339, 174, 0.13675
2340, 175, 0.13675
2341, 175, 0.13675
2342, 175, 0.13675
2343, 173, 0.13675
2344, 175, 0.13597
2345, 175, 0.13675
2346, 175, 0.13753
2347, 176, 0.13675
2348, 175, 0.13675
2349, 175, 0.13675
2350, 175, 0.13597
2351, 176, 0.13597
2352, 175, 0.13675
2353, 175, 0.13753
2354, 175, 0.13675
2355, 175, 0.13675
2356, 175, 0.13675
2357, 175, 0.13675
2358, 173, 0.13597
2359, 176, 0.13675
2360, 174, 0.13675
2361, 175, 0.13675
2362, 175, 0.13675
2363, 175, 0.13675
2364, 174, 0.13675
2365, 175, 0.13753
2366, 175, 0.13675
2367, 176, 0.13597
2368, 175, 0.13753
2369, 174, 0.13675
2370, 175, 0.13675
2371, 175, 0.13675
2372, 175, 0.13597
2373, 175, 0.13675
2374, 176, 0.13675
2375, 176, 0.13519
2376, 175, 0.13753
2377, 175, 0.13753
2378, 176, 0.13597
2379, 175, 0.13832
2380, 176, 0.13753
2381, 176, 0.13753
2382, 177, 0.13753
2383, 176, 0.13753
2384, 176, 0.13753
2385, 177, 0.13753
2386, 176, 0.13753
2387, 176, 0.13753
2388, 178, 0.13753
2389, 176, 0.13832
2390, 176, 0.13832
2391, 177, 0.13753
2392, 177, 0.13832
2393, 177, 0.13675
2394, 176, 0.13910
2395, 177, 0.13832
2396, 178, 0.13832
2397, 177, 0.13832
2398, 177, 0.13910
2399, 178, 0.13832
2400, 177, 0.13832
2401, 178, 0.13910
2402, 178, 0.13910
2403, 178, 0.13910
2404, 177, 0.13910
2405, 178, 0.13910
2406, 178, 0.13910
2407, 179, 0.13988
2408, 179, 0.14066
2409, 179, 0.13988
2410, 180, 0.13988
2411, 178, 0.13910
2412, 179, 0.13988
2413, 179, 0.13988
2414, 179, 0.14066
2415, 180, 0.14066
2416, 179, 0.14066
2417, 179, 0.14066
2418, 180, 0.14066
2419, 179, 0.14066
2420, 181, 0.14144
2421, 180, 0.14066
2422, 180, 0.14066
2423, 181, 0.14144
2424, 180, 0.14144
2425, 180, 0.14066
2426, 180, 0.14144
2427, 182, 0.14066
2428, 181, 0.14144
2429, 181, 0.14066
2430, 181, 0.14144
2431, 181, 0.14144
2432, 181, 0.14144
2433, 182, 0.14222
2434, 181, 0.14144
