freq, ADC_open, voltage_open
1269, 71, 0.05548
1270, 72, 0.05548
1271, 71, 0.05626
1272, 71, 0.05626
1273, 71, 0.05626
1274, 71, 0.05548
1275, 72, 0.05548
1276, 70, 0.05548
1277, 71, 0.05392
1278, 71, 0.05470
1279, 71, 0.05548
1280, 69, 0.05470
1281, 70, 0.05392
1282, 69, 0.05470
1283, 69, 0.05470
1284, 69, 0.05470
1285, 69, 0.05470
1286, 69, 0.05392
1287, 68, 0.05392
1288, 68, 0.05470
1289, 69, 0.05314
1290, 68, 0.05314
1291, 69, 0.05314
1292, 68, 0.05314
1293, 66, 0.05314
1294, 67, 0.05314
1295, 68, 0.05158
1296, 67, 0.05236
1297, 67, 0.05236
1298, 67, 0.05158
1299, 66, 0.05158
1300, 66, 0.05158
1301, 66, 0.05158
1302, 65, 0.05158
1303, 66, 0.05158
1304, 64, 0.05158
1305, 64, 0.05158
1306, 65, 0.05158
1307, 64, 0.05079
1308, 64, 0.05001
1309, 64, 0.05079
1310, 66, 0.05001
1311, 65, 0.05079
1312, 64, 0.05001
1313, 64, 0.05001
1314, 63, 0.05001
1315, 63, 0.04923
1316, 64, 0.04923
1317, 62, 0.04923
1318, 63, 0.04923
1319, 63, 0.04845
1320, 62, 0.04923
1321, 61, 0.04845
1322, 61, 0.04767
1323, 60, 0.04767
1324, 61, 0.04689
1325, 58, 0.04611
1326, 58, 0.04611
1327, 58, 0.04611
1328, 58, 0.04611
1329, 58, 0.04532
1330, 58, 0.04532
1331, 57, 0.04611
1332, 57, 0.04532
1333, 56, 0.04611
1334, 58, 0.04454
1335, 58, 0.04532
1336, 58, 0.04376
1337, 58, 0.04454
1338, 57, 0.04298
1339, 57, 0.04454
1340, 58, 0.04376
1341, 57, 0.04454
1342, 56, 0.04454
1343, 57, 0.04376
1344, 57, 0.04376
1345, 56, 0.04376
1346, 56, 0.04298
1347, 56, 0.04454
1348, 56, 0.04454
1349, 55, 0.04454
1350, 56, 0.04376
1351, 54, 0.04298
1352, 57, 0.04454
1353, 55, 0.04454
1354, 56, 0.04454
1355, 55, 0.04298
1356, 55, 0.04376
1357, 56, 0.04376
1358, 55, 0.04298
1359, 56, 0.04298
1360, 55, 0.04376
1361, 55, 0.04298
1362, 56, 0.04376
1363, 55, 0.04298
1364, 56, 0.04298
1365, 55, 0.04298
1366, 56, 0.04298
1367, 55, 0.04454
1368, 55, 0.04298
1369, 55, 0.04220
1370, 54, 0.04298
1371, 55, 0.04298
1372, 55, 0.04298
1373, 54, 0.04220
1374, 54, 0.04220
1375, 54, 0.04220
1376, 54, 0.04220
1377, 55, 0.04298
1378, 53, 0.04298
1379, 53, 0.04298
1380, 55, 0.04298
1381, 54, 0.04220
1382, 54, 0.04220
1383, 54, 0.04298
1384, 53, 0.04298
1385, 55, 0.04220
1386, 54, 0.04220
1387, 53, 0.04220
1388, 54, 0.04220
1389, 53, 0.04220
1390, 53, 0.04142
1391, 52, 0.04142
1392, 53, 0.04142
1393, 53, 0.04142
1394, 53, 0.04142
1395, 52, 0.04063
1396, 52, 0.04063
1397, 52, 0.04063
1398, 52, 0.04063
1399, 52, 0.04063
1400, 52, 0.04142
1401, 52, 0.04063
1402, 50, 0.04063
1403, 50, 0.04063
1404, 52, 0.04063
1405, 51, 0.03985
1406, 51, 0.03985
1407, 51, 0.03907
1408, 51, 0.03985
1409, 52, 0.03907
1410, 50, 0.03985
1411, 49, 0.03985
1412, 51, 0.03985
1413, 50, 0.03907
1414, 50, 0.03907
1415, 50, 0.03907
1416, 49, 0.03673
1417, 49, 0.03829
1418, 49, 0.03829
1419, 48, 0.03751
1420, 48, 0.03751
1421, 48, 0.03751
1422, 48, 0.03751
1423, 47, 0.03751
1424, 47, 0.03673
1425, 47, 0.03595
1426, 48, 0.03673
1427, 46, 0.03673
1428, 47, 0.03673
1429, 47, 0.03673
1430, 46, 0.03673
1431, 46, 0.03595
1432, 45, 0.03595
1433, 45, 0.03673
1434, 46, 0.03673
1435, 43, 0.03516
1436, 46, 0.03516
1437, 45, 0.03516
1438, 45, 0.03516
1439, 45, 0.03516
1440, 45, 0.03438
1441, 43, 0.03438
1442, 43, 0.03360
1443, 45, 0.03438
1444, 44, 0.03516
1445, 43, 0.03438
1446, 44, 0.03438
1447, 44, 0.03438
1448, 43, 0.03360
1449, 44, 0.03360
1450, 42, 0.03282
1451, 42, 0.03282
1452, 42, 0.03360
1453, 42, 0.03360
1454, 42, 0.03360
1455, 41, 0.03282
1456, 41, 0.03282
1457, 41, 0.03204
1458, 41, 0.03204
1459, 40, 0.03204
1460, 40, 0.03126
1461, 40, 0.03048
1462, 39, 0.03126
1463, 40, 0.03126
1464, 39, 0.03126
1465, 40, 0.03126
1466, 38, 0.03048
1467, 39, 0.03048
1468, 39, 0.02969
1469, 38, 0.03048
1470, 37, 0.02969
1471, 37, 0.02891
1472, 38, 0.02969
1473, 37, 0.02891
1474, 36, 0.02891
1475, 37, 0.02891
1476, 37, 0.02891
1477, 36, 0.02813
1478, 34, 0.02891
1479, 36, 0.02813
1480, 35, 0.02735
1481, 35, 0.02735
1482, 35, 0.02657
1483, 33, 0.02657
1484, 34, 0.02657
1485, 34, 0.02657
1486, 34, 0.02657
1487, 32, 0.02657
1488, 33, 0.02657
1489, 34, 0.02579
1490, 32, 0.02579
1491, 33, 0.02501
1492, 29, 0.02501
1493, 32, 0.02422
1494, 32, 0.02501
1495, 31, 0.02422
1496, 32, 0.02422
1497, 31, 0.02344
1498, 30, 0.02344
1499, 30, 0.02344
1500, 31, 0.02344
1501, 30, 0.02344
1502, 28, 0.02266
1503, 28, 0.02188
1504, 30, 0.02344
1505, 29, 0.02422
1506, 29, 0.02266
1507, 28, 0.02266
1508, 28, 0.02266
1509, 28, 0.02266
1510, 27, 0.02188
1511, 28, 0.02110
1512, 27, 0.02110
1513, 26, 0.02110
1514, 25, 0.02110
1515, 27, 0.02032
1516, 26, 0.02110
1517, 26, 0.02110
1518, 26, 0.02032
1519, 25, 0.02032
1520, 26, 0.02110
1521, 26, 0.02032
1522, 26, 0.01954
1523, 25, 0.02032
1524, 26, 0.01954
1525, 24, 0.01954
1526, 23, 0.01797
1527, 22, 0.01954
1528, 24, 0.01875
1529, 23, 0.01875
1530, 23, 0.01797
1531, 22, 0.01719
1532, 21, 0.01719
1533, 21, 0.01641
1534, 21, 0.01563
1535, 21, 0.01563
1536, 20, 0.01563
1537, 19, 0.01485
1538, 19, 0.01407
1539, 18, 0.01407
1540, 18, 0.01407
1541, 18, 0.01328
1542, 17, 0.01328
1543, 15, 0.01250
1544, 17, 0.01250
1545, 16, 0.01250
1546, 16, 0.01172
1547, 16, 0.01172
1548, 13, 0.01250
1549, 15, 0.01094
1550, 15, 0.01250
1551, 14, 0.01016
1552, 14, 0.01250
1553, 14, 0.01094
1554, 14, 0.01016
1555, 13, 0.01094
1556, 13, 0.01016
1557, 14, 0.01016
1558, 11, 0.01016
1559, 12, 0.01016
1560, 12, 0.00938
1561, 12, 0.00938
1562, 12, 0.00860
1563, 11, 0.00860
1564, 11, 0.00860
1565, 11, 0.00860
1566, 11, 0.00781
1567, 11, 0.00860
1568, 9, 0.00781
1569, 10, 0.00860
1570, 10, 0.00860
1571, 10, 0.00781
1572, 11, 0.00703
1573, 10, 0.00781
1574, 10, 0.00860
1575, 10, 0.00781
1576, 10, 0.00703
1577, 8, 0.00703
1578, 8, 0.00703
1579, 9, 0.00781
1580, 9, 0.00703
1581, 8, 0.00703
1582, 8, 0.00703
1583, 9, 0.00703
1584, 7, 0.00625
1585, 8, 0.00703
1586, 7, 0.00703
1587, 7, 0.00703
1588, 8, 0.00625
1589, 8, 0.00703
1590, 7, 0.00625
1591, 8, 0.00547
1592, 6, 0.00469
1593, 7, 0.00547
1594, 7, 0.00625
1595, 7, 0.00469
1596, 7, 0.00547
1597, 7, 0.00547
1598, 7, 0.00625
1599, 7, 0.00547
1600, 6, 0.00547
1601, 7, 0.00547
1602, 6, 0.00547
1603, 6, 0.00547
1604, 6, 0.00469
1605, 7, 0.00547
1606, 8, 0.00547
1607, 7, 0.00625
1608, 7, 0.00625
1609, 7, 0.00547
1610, 8, 0.00547
1611, 5, 0.00625
1612, 7, 0.00625
1613, 8, 0.00625
1614, 8, 0.00625
1615, 8, 0.00547
1616, 8, 0.00625
1617, 8, 0.00625
1618, 8, 0.00703
1619, 8, 0.00703
1620, 7, 0.00547
1621, 8, 0.00625
1622, 7, 0.00703
1623, 8, 0.00703
1624, 9, 0.00703
1625, 8, 0.00703
1626, 8, 0.00703
1627, 9, 0.00703
1628, 10, 0.00781
1629, 8, 0.00625
1630, 9, 0.00781
1631, 9, 0.00781
1632, 10, 0.00781
1633, 9, 0.00781
1634, 10, 0.00860
1635, 10, 0.00781
1636, 11, 0.00781
1637, 10, 0.00860
1638, 11, 0.00938
1639, 10, 0.00781
1640, 12, 0.00860
1641, 15, 0.01094
1642, 13, 0.00938
1643, 12, 0.01094
1644, 14, 0.01094
1645, 13, 0.01094
1646, 14, 0.01172
1647, 13, 0.01172
1648, 15, 0.01172
1649, 16, 0.01172
1650, 15, 0.01172
1651, 16, 0.01250
1652, 16, 0.01250
1653, 17, 0.01250
1654, 17, 0.01407
1655, 18, 0.01407
1656, 17, 0.01328
1657, 18, 0.01485
1658, 20, 0.01485
1659, 20, 0.01641
1660, 20, 0.01563
1661, 20, 0.01563
1662, 20, 0.01641
1663, 21, 0.01719
1664, 21, 0.01719
1665, 22, 0.01719
1666, 23, 0.01797
1667, 23, 0.01875
1668, 23, 0.01797
1669, 24, 0.01875
1670, 24, 0.01875
1671, 24, 0.01954
1672, 26, 0.01875
1673, 26, 0.02032
1674, 26, 0.02188
1675, 25, 0.02110
1676, 27, 0.02110
1677, 28, 0.02266
1678, 28, 0.02344
1679, 29, 0.02344
1680, 31, 0.02344
1681, 30, 0.02344
1682, 30, 0.02344
1683, 31, 0.02501
1684, 32, 0.02501
1685, 32, 0.02501
1686, 32, 0.02501
1687, 33, 0.02579
1688, 32, 0.02657
1689, 34, 0.02657
1690, 34, 0.02501
1691, 34, 0.02657
1692, 34, 0.02735
1693, 35, 0.02735
1694, 35, 0.02813
1695, 35, 0.02735
1696, 36, 0.02891
1697, 35, 0.02813
1698, 36, 0.02813
1699, 36, 0.02813
1700, 37, 0.02969
1701, 37, 0.02891
1702, 38, 0.02891
1703, 38, 0.02969
1704, 38, 0.02969
1705, 39, 0.02969
1706, 39, 0.03048
1707, 39, 0.03048
1708, 39, 0.03126
1709, 39, 0.03048
1710, 39, 0.03048
1711, 39, 0.03126
1712, 40, 0.03126
1713, 40, 0.03126
1714, 40, 0.03204
1715, 39, 0.03204
1716, 41, 0.03204
1717, 40, 0.03126
1718, 39, 0.03048
1719, 41, 0.03204
1720, 40, 0.03204
1721, 41, 0.03204
1722, 40, 0.03204
1723, 40, 0.03126
1724, 40, 0.03204
1725, 41, 0.03126
1726, 41, 0.03204
1727, 41, 0.03126
1728, 39, 0.03126
1729, 40, 0.03204
1730, 39, 0.03048
1731, 40, 0.02969
1732, 39, 0.03048
1733, 40, 0.03048
1734, 40, 0.03048
1735, 39, 0.03048
1736, 39, 0.03048
1737, 39, 0.03126
1738, 38, 0.02969
1739, 38, 0.03126
1740, 38, 0.03048
1741, 38, 0.03048
1742, 38, 0.02969
1743, 38, 0.02891
1744, 37, 0.02891
1745, 37, 0.02969
1746, 37, 0.02813
1747, 36, 0.02813
1748, 37, 0.02813
1749, 37, 0.02735
1750, 36, 0.02813
1751, 36, 0.02735
1752, 35, 0.02813
1753, 36, 0.02735
1754, 33, 0.02657
1755, 34, 0.02657
1756, 34, 0.02657
1757, 34, 0.02579
1758, 33, 0.02579
1759, 33, 0.02579
1760, 32, 0.02501
1761, 32, 0.02501
1762, 33, 0.02501
1763, 30, 0.02422
1764, 30, 0.02344
1765, 30, 0.02266
1766, 30, 0.02422
1767, 29, 0.02266
1768, 28, 0.02188
1769, 28, 0.02110
1770, 28, 0.02110
1771, 26, 0.02110
1772, 25, 0.02032
1773, 26, 0.01954
1774, 25, 0.01954
1775, 24, 0.01875
1776, 24, 0.01875
1777, 23, 0.01875
1778, 22, 0.01797
1779, 23, 0.01719
1780, 22, 0.01719
1781, 21, 0.01641
1782, 21, 0.01641
1783, 21, 0.01563
1784, 20, 0.01563
1785, 20, 0.01485
1786, 19, 0.01407
1787, 19, 0.01485
1788, 19, 0.01485
1789, 18, 0.01407
1790, 18, 0.01328
1791, 18, 0.01328
1792, 17, 0.01250
1793, 17, 0.01407
1794, 14, 0.01250
1795, 16, 0.01172
1796, 16, 0.01250
1797, 16, 0.01172
1798, 15, 0.01172
1799, 15, 0.01094
1800, 13, 0.01016
1801, 13, 0.01016
1802, 13, 0.01094
1803, 13, 0.01016
1804, 13, 0.00938
1805, 12, 0.01016
1806, 12, 0.00938
1807, 11, 0.00860
1808, 11, 0.00860
1809, 11, 0.00860
1810, 11, 0.00781
1811, 11, 0.00860
1812, 10, 0.00860
1813, 10, 0.00703
1814, 9, 0.00703
1815, 10, 0.00781
1816, 9, 0.00625
1817, 10, 0.00703
1818, 9, 0.00781
1819, 8, 0.00703
1820, 8, 0.00703
1821, 8, 0.00625
1822, 8, 0.00625
1823, 8, 0.00625
1824, 7, 0.00469
1825, 7, 0.00547
1826, 7, 0.00547
1827, 7, 0.00469
1828, 7, 0.00547
1829, 7, 0.00625
1830, 7, 0.00547
1831, 7, 0.00547
1832, 7, 0.00625
1833, 8, 0.00625
1834, 8, 0.00625
1835, 8, 0.00703
1836, 8, 0.00625
1837, 9, 0.00625
1838, 9, 0.00703
1839, 9, 0.00703
1840, 8, 0.00703
1841, 8, 0.00703
1842, 8, 0.00703
1843, 9, 0.00703
1844, 9, 0.00781
1845, 9, 0.00781
1846, 10, 0.00781
1847, 10, 0.00860
1848, 10, 0.00860
1849, 11, 0.00860
1850, 12, 0.00860
1851, 13, 0.00938
1852, 12, 0.01016
1853, 12, 0.01094
1854, 13, 0.01016
1855, 13, 0.01016
1856, 14, 0.01094
1857, 14, 0.01016
1858, 14, 0.01172
1859, 13, 0.01172
1860, 15, 0.01250
1861, 16, 0.01250
1862, 16, 0.01250
1863, 16, 0.01250
1864, 18, 0.01328
1865, 16, 0.01328
1866, 18, 0.01407
1867, 18, 0.01485
1868, 19, 0.01485
1869, 20, 0.01641
1870, 20, 0.01563
1871, 19, 0.01641
1872, 21, 0.01719
1873, 21, 0.01641
1874, 22, 0.01641
1875, 23, 0.01719
1876, 22, 0.01797
1877, 23, 0.01797
1878, 24, 0.01875
1879, 24, 0.01875
1880, 24, 0.01875
1881, 25, 0.01954
1882, 25, 0.02032
1883, 26, 0.01954
1884, 27, 0.01954
1885, 26, 0.02032
1886, 27, 0.02188
1887, 27, 0.02110
1888, 28, 0.02188
1889, 28, 0.02188
1890, 28, 0.02188
1891, 28, 0.02188
1892, 29, 0.02266
1893, 30, 0.02344
1894, 28, 0.02344
1895, 29, 0.02344
1896, 30, 0.02344
1897, 30, 0.02344
1898, 30, 0.02422
1899, 30, 0.02422
1900, 30, 0.02501
1901, 31, 0.02344
1902, 31, 0.02501
1903, 31, 0.02422
1904, 31, 0.02422
1905, 32, 0.02422
1906, 31, 0.02344
1907, 32, 0.02501
1908, 32, 0.02501
1909, 32, 0.02344
1910, 31, 0.02344
1911, 32, 0.02501
1912, 30, 0.02422
1913, 31, 0.02501
1914, 31, 0.02422
1915, 30, 0.02422
1916, 30, 0.02422
1917, 30, 0.02422
1918, 30, 0.02344
1919, 29, 0.02266
1920, 30, 0.02344
1921, 30, 0.02266
1922, 27, 0.02266
1923, 28, 0.02266
1924, 29, 0.02266
1925, 28, 0.02188
1926, 28, 0.02188
1927, 26, 0.02110
1928, 26, 0.02110
1929, 27, 0.02110
1930, 27, 0.02032
1931, 26, 0.02032
1932, 26, 0.02032
1933, 25, 0.01954
1934, 26, 0.01954
1935, 24, 0.01875
1936, 24, 0.01875
1937, 24, 0.01954
1938, 22, 0.01797
1939, 22, 0.01719
1940, 21, 0.01719
1941, 21, 0.01719
1942, 22, 0.01641
1943, 21, 0.01641
1944, 20, 0.01485
1945, 19, 0.01485
1946, 18, 0.01485
1947, 19, 0.01407
1948, 18, 0.01407
1949, 18, 0.01407
1950, 18, 0.01407
1951, 17, 0.01328
1952, 16, 0.01328
1953, 17, 0.01250
1954, 17, 0.01250
1955, 16, 0.01250
1956, 15, 0.01094
1957, 15, 0.01172
1958, 15, 0.01094
1959, 14, 0.01094
1960, 13, 0.01172
1961, 14, 0.01016
1962, 15, 0.01016
1963, 13, 0.01016
1964, 13, 0.01016
1965, 12, 0.01016
1966, 12, 0.01016
1967, 13, 0.01016
1968, 13, 0.01094
1969, 12, 0.00938
1970, 12, 0.01016
1971, 11, 0.01016
1972, 12, 0.01016
1973, 12, 0.01094
1974, 13, 0.01016
1975, 12, 0.01016
1976, 14, 0.01016
1977, 14, 0.01094
1978, 13, 0.01016
1979, 13, 0.01094
1980, 13, 0.01172
1981, 14, 0.01250
1982, 15, 0.01172
1983, 14, 0.01172
1984, 16, 0.01172
1985, 15, 0.01250
1986, 16, 0.01250
1987, 16, 0.01328
1988, 16, 0.01250
1989, 16, 0.01328
1990, 17, 0.01485
1991, 18, 0.01407
1992, 18, 0.01407
1993, 19, 0.01485
1994, 19, 0.01485
1995, 20, 0.01485
1996, 19, 0.01563
1997, 21, 0.01641
1998, 21, 0.01641
1999, 20, 0.01719
2000, 21, 0.01719
2001, 22, 0.01797
2002, 22, 0.01875
2003, 23, 0.01875
2004, 24, 0.01875
2005, 24, 0.01954
2006, 25, 0.01954
2007, 26, 0.02032
2008, 26, 0.02032
2009, 26, 0.02032
2010, 26, 0.02188
2011, 28, 0.02188
2012, 28, 0.02188
2013, 29, 0.02344
2014, 30, 0.02266
2015, 32, 0.02501
2016, 32, 0.02501
2017, 32, 0.02501
2018, 33, 0.02579
2019, 33, 0.02735
2020, 34, 0.02735
2021, 35, 0.02657
2022, 35, 0.02735
2023, 36, 0.02813
2024, 36, 0.02813
2025, 36, 0.02969
2026, 37, 0.02969
2027, 38, 0.03048
2028, 38, 0.03048
2029, 39, 0.03126
2030, 39, 0.03048
2031, 40, 0.03126
2032, 41, 0.03126
2033, 41, 0.03204
2034, 41, 0.03282
2035, 42, 0.03360
2036, 42, 0.03360
2037, 43, 0.03360
2038, 44, 0.03438
2039, 43, 0.03516
2040, 45, 0.03516
2041, 44, 0.03516
2042, 45, 0.03595
2043, 46, 0.03516
2044, 46, 0.03516
2045, 47, 0.03595
2046, 47, 0.03751
2047, 47, 0.03673
2048, 47, 0.03673
2049, 48, 0.03829
2050, 47, 0.03751
2051, 48, 0.03829
2052, 49, 0.03829
2053, 49, 0.03829
2054, 49, 0.03907
2055, 50, 0.03829
2056, 50, 0.03985
2057, 51, 0.03907
2058, 51, 0.03985
2059, 51, 0.03985
2060, 52, 0.03985
2061, 51, 0.04063
2062, 52, 0.04063
2063, 52, 0.04063
2064, 51, 0.04063
2065, 53, 0.04063
2066, 53, 0.04142
2067, 54, 0.04142
2068, 53, 0.04142
2069, 54, 0.04142
2070, 54, 0.04142
2071, 53, 0.04220
2072, 54, 0.04220
2073, 54, 0.04220
2074, 52, 0.04220
2075, 55, 0.04220
2076, 55, 0.04298
2077, 55, 0.04298
2078, 55, 0.04298
2079, 56, 0.04298
2080, 55, 0.04298
2081, 56, 0.04298
2082, 56, 0.04298
2083, 56, 0.04376
2084, 56, 0.04376
2085, 56, 0.04376
2086, 57, 0.04454
2087, 57, 0.04532
2088, 57, 0.04454
2089, 58, 0.04532
2090, 57, 0.04532
2091, 57, 0.04611
2092, 58, 0.04611
2093, 58, 0.04532
2094, 58, 0.04532
2095, 59, 0.04611
2096, 58, 0.04611
2097, 59, 0.04611
2098, 58, 0.04689
2099, 59, 0.04611
2100, 59, 0.04611
2101, 58, 0.04611
2102, 58, 0.04611
2103, 58, 0.04611
2104, 57, 0.04689
2105, 59, 0.04611
2106, 60, 0.04611
2107, 59, 0.04689
2108, 59, 0.04689
2109, 60, 0.04689
2110, 60, 0.04767
2111, 61, 0.04767
2112, 61, 0.04845
2113, 62, 0.04767
2114, 61, 0.04845
2115, 60, 0.04689
2116, 62, 0.04767
2117, 61, 0.04767
2118, 61, 0.04767
2119, 62, 0.04767
2120, 62, 0.04845
2121, 62, 0.04845
2122, 61, 0.04923
2123, 61, 0.04845
2124, 60, 0.04845
2125, 62, 0.04845
2126, 62, 0.04923
2127, 62, 0.04845
2128, 62, 0.04845
2129, 61, 0.04845
2130, 60, 0.04845
2131, 62, 0.04923
2132, 62, 0.04845
2133, 63, 0.04923
2134, 62, 0.04845
2135, 62, 0.04845
2136, 62, 0.04845
2137, 63, 0.05001
2138, 62, 0.05001
2139, 63, 0.04845
2140, 63, 0.04923
2141, 63, 0.05001
2142, 62, 0.04845
2143, 63, 0.05001
2144, 63, 0.04923
2145, 63, 0.05001
2146, 63, 0.05001
2147, 64, 0.04923
2148, 64, 0.05001
2149, 64, 0.05001
2150, 64, 0.05001
2151, 64, 0.05001
2152, 64, 0.05001
2153, 64, 0.05001
2154, 65, 0.05079
2155, 63, 0.05079
2156, 64, 0.05079
2157, 65, 0.05079
2158, 64, 0.05001
2159, 64, 0.05079
2160, 65, 0.05158
2161, 66, 0.05079
2162, 66, 0.05001
2163, 65, 0.05079
2164, 65, 0.05158
2165, 66, 0.05158
2166, 65, 0.05079
2167, 65, 0.05079
2168, 66, 0.05079
2169, 66, 0.05158
2170, 67, 0.05236
2171, 66, 0.05158
2172, 65, 0.05158
2173, 66, 0.05158
2174, 67, 0.05236
2175, 67, 0.05236
2176, 67, 0.05158
2177, 67, 0.05314
2178, 68, 0.05158
2179, 67, 0.05314
2180, 66, 0.05236
2181, 66, 0.05236
2182, 68, 0.05314
2183, 67, 0.05314
2184, 67, 0.05314
2185, 67, 0.05314
2186, 68, 0.05392
2187, 67, 0.05314
2188, 68, 0.05314
2189, 67, 0.05314
2190, 68, 0.05314
2191, 68, 0.05392
2192, 68, 0.05314
2193, 69, 0.05392
2194, 67, 0.05314
2195, 68, 0.05236
2196, 69, 0.05392
2197, 67, 0.05314
2198, 69, 0.05314
2199, 68, 0.05392
2200, 69, 0.05314
2201, 68, 0.05314
2202, 67, 0.05392
2203, 68, 0.05392
2204, 69, 0.05392
2205, 69, 0.05392
2206, 69, 0.05392
2207, 69, 0.05392
2208, 69, 0.05392
2209, 70, 0.05392
2210, 69, 0.05314
2211, 68, 0.05392
2212, 69, 0.05470
2213, 70, 0.05392
2214, 69, 0.05392
2215, 69, 0.05314
2216, 69, 0.05392
2217, 69, 0.05470
2218, 69, 0.05392
2219, 69, 0.05392
2220, 69, 0.05314
2221, 69, 0.05392
2222, 69, 0.05392
2223, 69, 0.05470
2224, 68, 0.05392
2225, 70, 0.05314
2226, 68, 0.05314
2227, 68, 0.05314
2228, 69, 0.05314
2229, 68, 0.05392
2230, 69, 0.05470
2231, 68, 0.05314
2232, 69, 0.05470
2233, 68, 0.05392
2234, 67, 0.05392
2235, 69, 0.05314
2236, 68, 0.05392
2237, 69, 0.05392
2238, 69, 0.05314
2239, 69, 0.05392
2240, 68, 0.05314
2241, 68, 0.05314
2242, 68, 0.05392
2243, 69, 0.05392
2244, 68, 0.05392
2245, 68, 0.05470
2246, 69, 0.05392
2247, 69, 0.05314
2248, 68, 0.05314
2249, 69, 0.05392
2250, 69, 0.05392
2251, 67, 0.05392
2252, 68, 0.05392
2253, 69, 0.05392
2254, 69, 0.05392
2255, 69, 0.05392
2256, 69, 0.05392
2257, 68, 0.05236
2258, 67, 0.05314
2259, 67, 0.05236
2260, 66, 0.05392
2261, 68, 0.05314
2262, 68, 0.05314
2263, 68, 0.05392
2264, 69, 0.05392
2265, 67, 0.05392
2266, 68, 0.05392
2267, 69, 0.05392
2268, 69, 0.05392
2269, 70, 0.05470
2270, 70, 0.05470
2271, 69, 0.05392
2272, 69, 0.05548
2273, 70, 0.05548
2274, 71, 0.05548
2275, 71, 0.05470
2276, 72, 0.05470
2277, 72, 0.05626
2278, 73, 0.05626
2279, 74, 0.05705
2280, 75, 0.05783
2281, 75, 0.05783
2282, 75, 0.05861
2283, 77, 0.05939
2284, 76, 0.05861
2285, 78, 0.06095
2286, 78, 0.06252
2287, 79, 0.06173
2288, 80, 0.06252
2289, 81, 0.06408
2290, 83, 0.06408
2291, 84, 0.06564
2292, 83, 0.06564
2293, 85, 0.06720
2294, 86, 0.06799
2295, 88, 0.06877
2296, 89, 0.06955
2297, 90, 0.07111
2298, 92, 0.07111
2299, 92, 0.07267
2300, 94, 0.07346
2301, 97, 0.07502
2302, 98, 0.07580
2303, 99, 0.07814
2304, 99, 0.07814
2305, 101, 0.07893
2306, 102, 0.08049
2307, 103, 0.08049
2308, 105, 0.08205
2309, 107, 0.08283
2310, 107, 0.08440
2311, 108, 0.08361
2312, 108, 0.08440
2313, 109, 0.08518
2314, 110, 0.08596
2315, 109, 0.08518
2316, 111, 0.08674
2317, 112, 0.08752
2318, 112, 0.08752
2319, 112, 0.08908
2320, 114, 0.08830
2321, 113, 0.08830
2322, 113, 0.08908
2323, 113, 0.08908
2324, 115, 0.08908
2325, 114, 0.08908
2326, 115, 0.08908
2327, 113, 0.08830
2328, 114, 0.08987
2329, 114, 0.08908
2330, 115, 0.08987
2331, 114, 0.08908
2332, 114, 0.08908
2333, 114, 0.08908
2334, 114, 0.08908
2335, 113, 0.08830
2336, 112, 0.08752
2337, 112, 0.08830
2338, 113, 0.08908
2339, 113, 0.08830
2340, 112, 0.08674
2341, 110, 0.08752
2342, 111, 0.08752
2343, 110, 0.08674
2344, 111, 0.08674
2345, 110, 0.08596
2346, 110, 0.08518
2347, 110, 0.08596
2348, 109, 0.08596
2349, 109, 0.08440
2350, 109, 0.08518
2351, 108, 0.08518
2352, 108, 0.08361
2353, 108, 0.08361
2354, 107, 0.08440
2355, 107, 0.08440
2356, 107, 0.08283
2357, 106, 0.08283
2358, 106, 0.08283
2359, 105, 0.08283
2360, 105, 0.08205
2361, 105, 0.08127
2362, 105, 0.08049
2363, 105, 0.08127
2364, 103, 0.08049
2365, 103, 0.08049
2366, 103, 0.08049
2367, 102, 0.07971
2368, 102, 0.07971
2369, 101, 0.07971
2370, 101, 0.07893
2371, 100, 0.07814
2372, 100, 0.07736
2373, 100, 0.07814
2374, 99, 0.07814
2375, 101, 0.07736
2376, 98, 0.07814
2377, 98, 0.07736
2378, 98, 0.07736
2379, 98, 0.07658
2380, 97, 0.07580
2381, 97, 0.07502
2382, 97, 0.07424
2383, 96, 0.07424
2384, 95, 0.07502
2385, 95, 0.07424
2386, 95, 0.07424
2387, 95, 0.07346
2388, 94, 0.07424
2389, 93, 0.07346
2390, 93, 0.07346
2391, 93, 0.07267
2392, 93, 0.07346
2393, 93, 0.07267
2394, 91, 0.07189
2395, 92, 0.07033
2396, 91, 0.07111
2397, 91, 0.07033
2398, 90, 0.07111
2399, 91, 0.07111
2400, 91, 0.07111
2401, 91, 0.07033
2402, 90, 0.07111
2403, 89, 0.06877
2404, 90, 0.06955
2405, 90, 0.07033
2406, 88, 0.07033
2407, 90, 0.06955
2408, 89, 0.06877
2409, 89, 0.06877
2410, 89, 0.06955
2411, 88, 0.06877
2412, 87, 0.06877
2413, 88, 0.06877
2414, 87, 0.06877
2415, 87, 0.06799
2416, 87, 0.06877
2417, 87, 0.06799
2418, 87, 0.06799
2419, 87, 0.06799
2420, 87, 0.06642
2421, 86, 0.06799
2422, 87, 0.06720
2423, 86, 0.06720
2424, 86, 0.06720
2425, 85, 0.06642
2426, 85, 0.06642
2427, 85, 0.06799
2428, 85, 0.06720
2429, 85, 0.06642
2430, 85, 0.06720
2431, 85, 0.06642
2432, 85, 0.06642
2433, 85, 0.06642
